season,team,pre_games,pre_wins,pre_losses,pre_pf,pre_pa,pre_win_pct,pre_margin_pg
2012,BAL,4,2,2,108.0,92.0,0.5,4.0
2012,BUF,4,0,4,59.0,119.0,0.0,-15.0
2012,CAR,4,2,2,69.0,72.0,0.5,-0.75
2012,CHI,4,3,1,84.0,99.0,0.75,-3.75
2012,CIN,4,2,2,70.0,72.0,0.5,-0.5
2012,CLE,4,2,2,84.0,82.0,0.5,0.5
2012,DAL,4,3,1,73.0,60.0,0.75,3.25
2012,DEN,4,2,2,81.0,75.0,0.5,1.5
2012,DET,4,2,2,102.0,94.0,0.5,2.0
2012,GB,4,2,2,74.0,72.0,0.5,0.5
2012,HOU,4,3,1,101.0,80.0,0.75,5.25
2012,IND,4,2,2,99.0,75.0,0.5,6.0
2012,JAX,4,3,1,100.0,117.0,0.75,-4.25
2012,KC,4,1,3,61.0,116.0,0.25,-13.75
2012,LA,4,2,2,84.0,92.0,0.5,-2.0
2012,LAC,4,3,1,64.0,78.0,0.75,-3.5
2012,LV,4,1,3,61.0,75.0,0.25,-3.5
2012,MIA,4,0,4,43.0,96.0,0.0,-13.25
2012,MIN,4,1,3,76.0,71.0,0.25,1.25
2012,NE,4,1,3,55.0,69.0,0.25,-3.5
2012,NO,5,2,3,87.0,81.0,0.4,1.2
2012,NYG,4,2,2,80.0,58.0,0.5,5.5
2012,NYJ,4,0,4,31.0,88.0,0.0,-14.25
2012,PHI,4,4,0,106.0,60.0,1.0,11.5
2012,PIT,4,3,1,104.0,71.0,0.75,8.25
2012,SEA,4,4,0,122.0,44.0,1.0,19.5
2012,SF,4,3,1,90.0,53.0,0.75,9.25
2012,TB,4,2,2,60.0,95.0,0.5,-8.75
2012,TEN,4,3,1,89.0,67.0,0.75,5.5
2012,WAS,4,3,1,98.0,59.0,0.75,9.75
2013,ARI,4,3,1,68.0,55.0,0.75,3.25
2013,ATL,4,0,4,65.0,108.0,0.0,-10.75
2013,BAL,4,2,2,119.0,97.0,0.5,5.5
2013,BUF,4,2,2,84.0,101.0,0.5,-4.25
2013,CAR,4,3,1,92.0,68.0,0.75,6.0
2013,CHI,4,2,2,100.0,96.0,0.5,1.0
2013,CIN,4,3,1,106.0,63.0,0.75,10.75
2013,CLE,4,3,1,75.0,68.0,0.75,1.75
2013,DAL,5,2,3,78.0,93.0,0.4,-3.0
2013,DEN,4,2,2,71.0,104.0,0.5,-8.25
2013,DET,4,3,1,107.0,63.0,0.75,11.0
2013,GB,4,1,3,37.0,71.0,0.25,-8.5
2013,HOU,4,3,1,98.0,67.0,0.75,7.75
2013,IND,4,2,2,77.0,89.0,0.5,-3.0
2013,JAX,4,1,3,60.0,111.0,0.25,-12.75
2013,KC,4,2,2,82.0,60.0,0.5,5.5
2013,LA,4,1,3,76.0,94.0,0.25,-4.5
2013,LAC,4,1,3,68.0,112.0,0.25,-11.0
2013,LV,4,1,3,71.0,101.0,0.25,-7.5
2013,MIA,5,2,3,104.0,89.0,0.4,3.0
2013,MIN,4,1,3,67.0,104.0,0.25,-9.25
2013,NE,4,3,1,93.0,103.0,0.75,-2.5
2013,NO,4,3,1,97.0,80.0,0.75,4.25
2013,NYG,4,1,3,71.0,85.0,0.25,-3.5
2013,NYJ,4,3,1,105.0,80.0,0.75,6.25
2013,PHI,4,2,2,87.0,91.0,0.5,-1.0
2013,PIT,4,0,4,56.0,93.0,0.0,-9.25
2013,SEA,4,4,0,110.0,36.0,1.0,18.5
2013,SF,4,3,1,96.0,43.0,0.75,13.25
2013,TB,4,1,3,66.0,115.0,0.25,-12.25
2013,TEN,4,1,3,90.0,89.0,0.25,0.25
2013,WAS,4,4,0,106.0,53.0,1.0,13.25
2014,ARI,4,1,3,82.0,61.0,0.25,5.25
2014,ATL,4,2,2,64.0,80.0,0.5,-4.0
2014,BAL,4,4,0,105.0,63.0,1.0,10.5
2014,BUF,5,1,4,63.0,104.0,0.2,-8.2
2014,CAR,4,2,2,63.0,66.0,0.5,-0.75
2014,CHI,4,2,2,73.0,114.0,0.5,-10.25
2014,CIN,4,2,2,110.0,86.0,0.5,6.0
2014,CLE,4,1,3,82.0,83.0,0.25,-0.25
2014,DAL,4,0,4,60.0,116.0,0.0,-14.0
2014,DEN,4,3,1,99.0,37.0,0.75,15.5
2014,DET,4,3,1,75.0,51.0,0.75,6.0
2014,GB,4,3,1,102.0,62.0,0.75,10.0
2014,HOU,4,2,2,63.0,96.0,0.5,-8.25
2014,IND,4,0,4,60.0,98.0,0.0,-9.5
2014,JAX,4,1,3,61.0,67.0,0.25,-1.5
2014,KC,4,1,3,83.0,131.0,0.25,-12.0
2014,LA,4,1,3,77.0,75.0,0.25,0.5
2014,LAC,4,2,2,60.0,78.0,0.5,-4.5
2014,LV,4,2,2,95.0,98.0,0.5,-0.75
2014,MIA,4,3,1,69.0,63.0,0.75,1.5
2014,MIN,4,4,0,89.0,49.0,1.0,10.0
2014,NE,4,2,2,91.0,81.0,0.5,2.5
2014,NO,4,3,1,93.0,87.0,0.75,1.5
2014,NYG,5,5,0,115.0,92.0,1.0,4.6
2014,NYJ,4,2,2,69.0,99.0,0.5,-7.5
2014,PHI,4,2,2,131.0,104.0,0.5,6.75
2014,PIT,4,1,3,56.0,77.0,0.25,-5.25
2014,SEA,4,2,2,122.0,82.0,0.5,10.0
2014,SF,4,2,2,64.0,77.0,0.5,-3.25
2014,TB,4,1,3,61.0,74.0,0.25,-3.25
2014,TEN,4,2,2,71.0,83.0,0.5,-3.0
2014,WAS,4,3,1,88.0,62.0,0.75,6.5
2015,ARI,4,2,2,90.0,99.0,0.5,-2.25
2015,ATL,4,2,2,82.0,86.0,0.5,-1.0
2015,BAL,4,1,3,79.0,118.0,0.25,-9.75
2015,BUF,4,2,2,88.0,71.0,0.5,4.25
2015,CAR,4,3,1,95.0,77.0,0.75,4.5
2015,CHI,4,3,1,84.0,42.0,0.75,10.5
2015,CIN,4,3,1,64.0,51.0,0.75,3.25
2015,CLE,4,1,3,58.0,62.0,0.25,-1.0
2015,DAL,4,1,3,48.0,82.0,0.25,-8.5
2015,DEN,4,3,1,75.0,64.0,0.75,2.75
2015,DET,4,3,1,79.0,51.0,0.75,7.0
2015,GB,4,2,2,105.0,84.0,0.5,5.25
2015,HOU,4,2,2,74.0,58.0,0.5,4.0
2015,IND,4,1,3,51.0,82.0,0.25,-7.75
2015,JAX,4,2,2,69.0,81.0,0.5,-3.0
2015,KC,4,4,0,106.0,59.0,1.0,11.75
2015,LA,4,0,4,48.0,93.0,0.0,-11.25
2015,LAC,4,2,2,66.0,56.0,0.5,2.5
2015,LV,4,1,3,74.0,84.0,0.25,-2.5
2015,MIA,4,1,3,70.0,89.0,0.25,-4.75
2015,MIN,5,4,1,105.0,69.0,0.8,7.2
2015,NE,4,2,2,63.0,74.0,0.5,-2.75
2015,NO,4,0,4,74.0,121.0,0.0,-11.75
2015,NYG,4,2,2,62.0,72.0,0.5,-2.5
2015,NYJ,4,3,1,85.0,81.0,0.75,1.0
2015,PHI,4,3,1,133.0,77.0,0.75,14.0
2015,PIT,5,1,4,73.0,122.0,0.2,-9.8
2015,SEA,4,2,2,80.0,72.0,0.5,2.0
2015,SF,4,2,2,59.0,60.0,0.5,-0.25
2015,TB,4,2,2,70.0,85.0,0.5,-3.75
2015,TEN,4,2,2,85.0,96.0,0.5,-2.75
2015,WAS,4,3,1,88.0,64.0,0.75,6.0
2016,ARI,4,1,3,75.0,101.0,0.25,-6.5
2016,ATL,4,3,1,70.0,62.0,0.75,2.0
2016,BAL,4,4,0,94.0,60.0,1.0,8.5
2016,BUF,4,1,3,55.0,71.0,0.25,-4.0
2016,CAR,4,2,2,80.0,63.0,0.5,4.25
2016,CHI,4,1,3,50.0,75.0,0.25,-6.25
2016,CIN,4,1,3,77.0,70.0,0.25,1.75
2016,CLE,4,0,4,44.0,92.0,0.0,-12.0
2016,DAL,4,1,3,99.0,97.0,0.25,0.5
2016,DEN,4,2,2,80.0,78.0,0.5,0.5
2016,DET,4,2,2,84.0,77.0,0.5,1.75
2016,GB,4,3,1,65.0,50.0,0.75,3.75
2016,HOU,4,4,0,102.0,63.0,1.0,9.75
2016,IND,4,2,2,73.0,80.0,0.5,-1.75
2016,JAX,4,1,3,75.0,82.0,0.25,-1.75
2016,KC,4,2,2,76.0,52.0,0.5,6.0
2016,LA,4,2,2,83.0,88.0,0.5,-1.25
2016,LAC,4,1,3,60.0,84.0,0.25,-6.0
2016,LV,4,1,3,78.0,80.0,0.25,-0.5
2016,MIA,4,2,2,68.0,78.0,0.5,-2.5
2016,MIN,4,4,0,85.0,62.0,1.0,5.75
2016,NE,4,3,1,85.0,78.0,0.75,1.75
2016,NO,4,0,4,59.0,100.0,0.0,-10.25
2016,NYG,4,2,2,48.0,77.0,0.5,-7.25
2016,NYJ,4,1,3,61.0,70.0,0.25,-2.25
2016,PHI,4,4,0,81.0,38.0,1.0,10.75
2016,PIT,4,1,3,50.0,79.0,0.25,-7.25
2016,SEA,4,3,1,78.0,72.0,0.75,1.5
2016,SF,4,2,2,85.0,90.0,0.5,-1.25
2016,TB,4,2,2,79.0,71.0,0.5,2.0
2016,TEN,4,3,1,91.0,60.0,0.75,7.75
2016,WAS,4,3,1,80.0,70.0,0.75,2.5
2017,ARI,5,2,3,87.0,98.0,0.4,-2.2
2017,ATL,4,0,4,54.0,77.0,0.0,-5.75
2017,BAL,4,4,0,81.0,32.0,1.0,12.25
2017,BUF,4,1,3,62.0,67.0,0.25,-1.25
2017,CAR,4,2,2,92.0,91.0,0.5,0.25
2017,CHI,4,2,2,60.0,79.0,0.5,-4.75
2017,CIN,4,1,3,58.0,72.0,0.25,-3.5
2017,CLE,4,4,0,68.0,29.0,1.0,9.75
2017,DAL,4,3,1,78.0,70.0,0.75,2.0
2017,DEN,4,4,0,107.0,50.0,1.0,14.25
2017,DET,4,2,2,85.0,73.0,0.5,3.0
2017,GB,4,3,1,86.0,56.0,0.75,7.5
2017,HOU,3,1,2,44.0,63.0,0.3333333333333333,-6.333333333333333
2017,IND,4,2,2,55.0,69.0,0.5,-3.5
2017,JAX,4,2,2,75.0,67.0,0.5,2.0
2017,KC,4,2,2,90.0,71.0,0.5,4.75
2017,LA,4,2,2,66.0,76.0,0.5,-2.5
2017,LAC,4,1,3,58.0,103.0,0.25,-11.25
2017,LV,4,0,4,64.0,85.0,0.0,-5.25
2017,MIA,4,2,2,91.0,98.0,0.5,-1.75
2017,MIN,4,2,2,71.0,91.0,0.5,-5.0
2017,NE,4,1,3,115.0,126.0,0.25,-2.75
2017,NO,4,2,2,53.0,41.0,0.5,3.0
2017,NYG,4,2,2,90.0,99.0,0.5,-2.25
2017,NYJ,4,2,2,60.0,61.0,0.5,-0.25
2017,PHI,4,2,2,77.0,87.0,0.5,-2.5
2017,PIT,4,3,1,69.0,58.0,0.75,2.75
2017,SEA,4,4,0,111.0,56.0,1.0,13.75
2017,SF,4,2,2,95.0,95.0,0.5,0.0
2017,TB,4,1,3,43.0,57.0,0.25,-3.5
2017,TEN,4,1,3,50.0,83.0,0.25,-8.25
2017,WAS,4,2,2,56.0,71.0,0.5,-3.75
2018,ARI,4,3,1,81.0,56.0,0.75,6.25
2018,ATL,4,0,4,27.0,96.0,0.0,-17.25
2018,BAL,5,5,0,127.0,72.0,1.0,11.0
2018,BUF,4,2,2,83.0,98.0,0.5,-3.75
2018,CAR,4,3,1,104.0,96.0,0.75,2.0
2018,CHI,5,2,3,121.0,118.0,0.4,0.6
2018,CIN,4,3,1,103.0,80.0,0.75,5.75
2018,CLE,4,3,1,77.0,46.0,0.75,7.75
2018,DAL,4,0,4,43.0,86.0,0.0,-10.75
2018,DEN,4,2,2,101.0,93.0,0.5,2.0
2018,DET,4,1,3,77.0,111.0,0.25,-8.5
2018,GB,4,2,2,109.0,97.0,0.5,3.0
2018,HOU,4,3,1,67.0,50.0,0.75,4.25
2018,IND,4,3,1,88.0,80.0,0.75,2.0
2018,JAX,4,3,1,76.0,50.0,0.75,6.5
2018,KC,4,2,2,91.0,79.0,0.5,3.0
2018,LA,4,2,2,47.0,96.0,0.5,-12.25
2018,LAC,4,2,2,71.0,95.0,0.5,-6.0
2018,LV,4,3,1,74.0,54.0,0.75,5.0
2018,MIA,4,1,3,88.0,87.0,0.25,0.25
2018,MIN,4,3,1,86.0,65.0,0.75,5.25
2018,NE,4,3,1,94.0,74.0,0.75,5.0
2018,NO,4,3,1,103.0,47.0,0.75,14.0
2018,NYG,4,2,2,74.0,70.0,0.5,1.0
2018,NYJ,4,1,3,55.0,47.0,0.25,2.0
2018,PHI,4,1,3,44.0,82.0,0.25,-9.5
2018,PIT,4,3,1,120.0,95.0,0.75,6.25
2018,SEA,4,0,4,70.0,94.0,0.0,-6.0
2018,SF,4,1,3,75.0,83.0,0.25,-2.0
2018,TB,4,2,2,96.0,96.0,0.5,0.0
2018,TEN,4,0,4,40.0,90.0,0.0,-12.5
2018,WAS,4,1,3,69.0,98.0,0.25,-7.25
2019,ARI,4,1,3,59.0,86.0,0.25,-6.75
2019,ATL,5,1,4,85.0,101.0,0.2,-3.2
2019,BAL,4,4,0,101.0,35.0,1.0,16.5
2019,BUF,4,4,0,102.0,73.0,1.0,7.25
2019,CAR,4,2,2,65.0,69.0,0.5,-1.0
2019,CHI,4,1,3,68.0,91.0,0.25,-5.75
2019,CIN,4,1,3,69.0,89.0,0.25,-5.0
2019,CLE,4,3,1,83.0,57.0,0.75,6.5
2019,DAL,4,2,2,72.0,44.0,0.5,7.0
2019,DEN,5,2,3,69.0,73.0,0.4,-0.8
2019,DET,4,0,4,62.0,105.0,0.0,-10.75
2019,GB,4,2,2,89.0,94.0,0.5,-1.25
2019,HOU,4,1,3,66.0,107.0,0.25,-10.25
2019,IND,4,1,3,64.0,78.0,0.25,-3.5
2019,JAX,4,0,4,29.0,106.0,0.0,-19.25
2019,KC,4,1,3,82.0,88.0,0.25,-1.5
2019,LA,4,2,2,45.0,44.0,0.5,0.25
2019,LAC,4,1,3,72.0,83.0,0.25,-2.75
2019,LV,4,3,1,84.0,67.0,0.75,4.25
2019,MIA,4,3,1,86.0,63.0,0.75,5.75
2019,MIN,4,3,1,102.0,80.0,0.75,5.5
2019,NE,4,3,1,92.0,54.0,0.75,9.5
2019,NO,4,2,2,85.0,80.0,0.5,1.25
2019,NYG,4,4,0,119.0,87.0,1.0,8.0
2019,NYJ,4,2,2,63.0,69.0,0.5,-1.5
2019,PHI,4,1,3,49.0,69.0,0.25,-5.0
2019,PIT,4,3,1,84.0,66.0,0.75,4.5
2019,SEA,4,3,1,81.0,69.0,0.75,3.0
2019,SF,4,3,1,92.0,68.0,0.75,6.0
2019,TB,4,3,1,74.0,71.0,0.75,0.75
2019,TEN,4,2,2,69.0,65.0,0.5,1.0
2019,WAS,4,1,3,49.0,80.0,0.25,-7.75
2021,ARI,2,1,1,29.0,33.0,0.5,-2.0
2021,ATL,3,0,3,30.0,79.0,0.0,-16.333333333333332
2021,BAL,3,3,0,74.0,20.0,1.0,18.0
2021,BUF,3,3,0,76.0,30.0,1.0,15.333333333333334
2021,CAR,3,1,2,55.0,50.0,0.3333333333333333,1.6666666666666667
2021,CHI,3,2,1,62.0,78.0,0.6666666666666666,-5.333333333333333
2021,CIN,3,1,2,58.0,60.0,0.3333333333333333,-0.6666666666666666
2021,CLE,3,3,0,59.0,36.0,1.0,7.666666666666667
2021,DAL,4,0,4,47.0,89.0,0.0,-10.5
2021,DEN,3,3,0,80.0,21.0,1.0,19.666666666666668
2021,DET,3,0,3,52.0,69.0,0.0,-5.666666666666667
2021,GB,3,0,3,21.0,68.0,0.0,-15.666666666666666
2021,HOU,3,2,1,62.0,44.0,0.6666666666666666,6.0
2021,IND,3,3,0,60.0,45.0,1.0,5.0
2021,JAX,3,1,2,68.0,60.0,0.3333333333333333,2.6666666666666665
2021,KC,3,3,0,64.0,51.0,1.0,4.333333333333333
2021,LA,3,0,3,34.0,47.0,0.0,-4.333333333333333
2021,LAC,3,1,2,23.0,48.0,0.3333333333333333,-8.333333333333334
2021,LV,3,2,1,47.0,57.0,0.6666666666666666,-3.3333333333333335
2021,MIA,3,2,1,79.0,63.0,0.6666666666666666,5.333333333333333
2021,MIN,3,0,3,41.0,73.0,0.0,-10.666666666666666
2021,NE,3,3,0,79.0,33.0,1.0,15.333333333333334
2021,NO,2,1,1,37.0,38.0,0.5,-0.5
2021,NYG,3,0,3,40.0,51.0,0.0,-3.6666666666666665
2021,NYJ,3,2,0,66.0,52.0,0.6666666666666666,4.666666666666667
2021,PHI,3,0,2,47.0,90.0,0.0,-14.333333333333334
2021,PIT,4,3,1,75.0,73.0,0.75,0.5
2021,SEA,3,1,2,37.0,50.0,0.3333333333333333,-4.333333333333333
2021,SF,3,2,1,65.0,39.0,0.6666666666666666,8.666666666666666
2021,TB,3,1,2,40.0,69.0,0.3333333333333333,-9.666666666666666
2021,TEN,3,2,1,81.0,33.0,0.6666666666666666,16.0
2021,WAS,3,1,2,33.0,72.0,0.3333333333333333,-13.0
2022,ARI,3,1,2,76.0,73.0,0.3333333333333333,1.0
2022,ATL,3,2,1,71.0,59.0,0.6666666666666666,4.0
2022,BAL,3,3,0,64.0,42.0,1.0,7.333333333333333
2022,BUF,3,2,1,69.0,60.0,0.6666666666666666,3.0
2022,CAR,3,2,1,54.0,41.0,0.6666666666666666,4.333333333333333
2022,CHI,3,3,0,67.0,45.0,1.0,7.333333333333333
2022,CIN,3,1,2,61.0,68.0,0.3333333333333333,-2.3333333333333335
2022,CLE,3,1,2,64.0,55.0,0.3333333333333333,3.0
2022,DAL,3,2,1,66.0,61.0,0.6666666666666666,1.6666666666666667
2022,DEN,3,2,1,55.0,62.0,0.6666666666666666,-2.3333333333333335
2022,DET,3,1,2,59.0,72.0,0.3333333333333333,-4.333333333333333
2022,GB,3,1,2,51.0,55.0,0.3333333333333333,-1.3333333333333333
2022,HOU,3,3,0,58.0,33.0,1.0,8.333333333333334
2022,IND,3,1,2,77.0,64.0,0.3333333333333333,4.333333333333333
2022,JAX,4,0,4,51.0,95.0,0.0,-11.0
2022,KC,3,2,1,55.0,43.0,0.6666666666666666,4.0
2022,LA,3,1,2,56.0,62.0,0.3333333333333333,-2.0
2022,LAC,3,0,3,50.0,88.0,0.0,-12.666666666666666
