result,player1,player2,player1_url,player2_url,weightclass,method,round,time,time_format,referee,details,player1_nickname,player2_nickname,event_date,event_location,event_url,p1_rd1_KD,p1_rd2_KD,p1_rd3_KD,p1_rd4_KD,p1_rd5_KD,p1_rd1_Sig_str,p1_rd2_Sig_str,p1_rd3_Sig_str,p1_rd4_Sig_str,p1_rd5_Sig_str,p1_rd1_Total_str,p1_rd2_Total_str,p1_rd3_Total_str,p1_rd4_Total_str,p1_rd5_Total_str,p1_rd1_Td,p1_rd2_Td,p1_rd3_Td,p1_rd4_Td,p1_rd5_Td,p1_rd1_Sub_att,p1_rd2_Sub_att,p1_rd3_Sub_att,p1_rd4_Sub_att,p1_rd5_Sub_att,p1_rd1_Rev,p1_rd2_Rev,p1_rd3_Rev,p1_rd4_Rev,p1_rd5_Rev,p1_rd1_Ctrl,p1_rd2_Ctrl,p1_rd3_Ctrl,p1_rd4_Ctrl,p1_rd5_Ctrl,p2_rd1_KD,p2_rd2_KD,p2_rd3_KD,p2_rd4_KD,p2_rd5_KD,p2_rd1_Sig_str,p2_rd2_Sig_str,p2_rd3_Sig_str,p2_rd4_Sig_str,p2_rd5_Sig_str,p2_rd1_Total_str,p2_rd2_Total_str,p2_rd3_Total_str,p2_rd4_Total_str,p2_rd5_Total_str,p2_rd1_Td,p2_rd2_Td,p2_rd3_Td,p2_rd4_Td,p2_rd5_Td,p2_rd1_Sub_att,p2_rd2_Sub_att,p2_rd3_Sub_att,p2_rd4_Sub_att,p2_rd5_Sub_att,p2_rd1_Rev,p2_rd2_Rev,p2_rd3_Rev,p2_rd4_Rev,p2_rd5_Rev,p2_rd1_Ctrl,p2_rd2_Ctrl,p2_rd3_Ctrl,p2_rd4_Ctrl,p2_rd5_Ctrl,p1_rd1_Head,p1_rd2_Head,p1_rd3_Head,p1_rd4_Head,p1_rd5_Head,p1_rd1_Body,p1_rd2_Body,p1_rd3_Body,p1_rd4_Body,p1_rd5_Body,p1_rd1_Leg,p1_rd2_Leg,p1_rd3_Leg,p1_rd4_Leg,p1_rd5_Leg,p1_rd1_Distance,p1_rd2_Distance,p1_rd3_Distance,p1_rd4_Distance,p1_rd5_Distance,p1_rd1_Clinch,p1_rd2_Clinch,p1_rd3_Clinch,p1_rd4_Clinch,p1_rd5_Clinch,p1_rd1_Ground,p1_rd2_Ground,p1_rd3_Ground,p1_rd4_Ground,p1_rd5_Ground,p2_rd1_Head,p2_rd2_Head,p2_rd3_Head,p2_rd4_Head,p2_rd5_Head,p2_rd1_Body,p2_rd2_Body,p2_rd3_Body,p2_rd4_Body,p2_rd5_Body,p2_rd1_Leg,p2_rd2_Leg,p2_rd3_Leg,p2_rd4_Leg,p2_rd5_Leg,p2_rd1_Distance,p2_rd2_Distance,p2_rd3_Distance,p2_rd4_Distance,p2_rd5_Distance,p2_rd1_Clinch,p2_rd2_Clinch,p2_rd3_Clinch,p2_rd4_Clinch,p2_rd5_Clinch,p2_rd1_Ground,p2_rd2_Ground,p2_rd3_Ground,p2_rd4_Ground,p2_rd5_Ground,result_norm,dob1,dob2,reach1,reach2,age1,age2,p1_won,pair_key,fav_prob,fav_is_p1,fav_won,fav_dec,fav_ml,age_adv,reach_adv,profit100
L,BJ Penn,Rory MacDonald,http://ufcstats.com/fighter-details/73c7cfa551289285,http://ufcstats.com/fighter-details/cbd5d3cdd862e90e,Welterweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,Sal D'amato 26 - 30. Lester Griffin 26 - 30. Marcos Rosales 27 - 30.,The Prodigy,Red King,2012-12-08,"Seattle, Washington, USA",http://ufcstats.com/event-details/d1e6a6536ee62517,0,0.0,0.0,,,10 of 26,6 of 30,8 of 33,,,18 of 34,23 of 48,12 of 37,,,0 of 1,0 of 0,0 of 1,,,0,0.0,0.0,,,0,0.0,0.0,,,0:34,0:00,0:22,,,0,0.0,0.0,,,33 of 61,57 of 92,26 of 50,,,35 of 63,58 of 93,32 of 56,,,0 of 1,1 of 1,0 of 1,,,0,0.0,0.0,,,0,0.0,0.0,,,0:45,0:38,1:08,,,8 of 23,6 of 29,6 of 30,,,2 of 3,0 of 1,2 of 3,,,0 of 0,0 of 0,0 of 0,,,8 of 22,6 of 30,7 of 32,,,2 of 4,0 of 0,1 of 1,,,0 of 0,0 of 0,0 of 0,,,20 of 41,39 of 67,19 of 40,,,7 of 12,16 of 20,6 of 9,,,6 of 8,2 of 5,1 of 1,,,29 of 55,52 of 85,24 of 45,,,4 of 6,4 of 5,2 of 5,,,0 of 0,1 of 2,0 of 0,,,L,1978-12-13,1989-07-22,70.0,76.0,33.988377584755334,23.381725839681856,False,http://ufcstats.com/fighter-details/73c7cfa551289285|http://ufcstats.com/fighter-details/cbd5d3cdd862e90e,0.7427937915742794,False,True,1.2985074626865671,-335.00000000000006,10.606651745073478,6.0,29.850746268656714
W,John Hathaway,John Maguire,http://ufcstats.com/fighter-details/28f3c2258a1d8874,http://ufcstats.com/fighter-details/1a7745388839e52b,Welterweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Marc Goddard,Mark Collett 27 - 30. Doug Crosby 27 - 30. Howard Hughes 27 - 30.,The Hitman,The One,2012-09-29,"Nottingham, England, United Kingdom",http://ufcstats.com/event-details/6cbb7661c3258617,0,0.0,0.0,,,17 of 59,13 of 27,11 of 49,,,17 of 59,86 of 110,23 of 62,,,0 of 1,1 of 1,0 of 0,,,0,0.0,0.0,,,0,0.0,0.0,,,0:01,4:08,0:00,,,0,0.0,0.0,,,8 of 20,0 of 1,5 of 20,,,9 of 21,5 of 6,17 of 33,,,0 of 1,0 of 0,1 of 2,,,0,0.0,0.0,,,0,0.0,0.0,,,0:10,0:00,1:33,,,6 of 45,6 of 19,8 of 45,,,1 of 4,6 of 7,0 of 0,,,10 of 10,1 of 1,3 of 4,,,16 of 58,3 of 11,9 of 46,,,1 of 1,0 of 0,0 of 0,,,0 of 0,10 of 16,2 of 3,,,6 of 18,0 of 1,5 of 20,,,0 of 0,0 of 0,0 of 0,,,2 of 2,0 of 0,0 of 0,,,8 of 19,0 of 1,3 of 17,,,0 of 1,0 of 0,0 of 0,,,0 of 0,0 of 0,2 of 3,,,W,1987-07-23,1983-05-19,75.0,69.0,25.18874446429427,29.366790556958733,True,http://ufcstats.com/fighter-details/1a7745388839e52b|http://ufcstats.com/fighter-details/28f3c2258a1d8874,0.706429605127145,True,True,1.392156862745098,-255.00000000000003,4.178046092664463,6.0,39.2156862745098
W,Jon Jones,Vitor Belfort,http://ufcstats.com/fighter-details/07f72a2a7591b409,http://ufcstats.com/fighter-details/0ee783aa00e468f0,UFC Light Heavyweight Title Bout,Submission,4,0:54,5 Rnd (5-5-5-5-5),John McCarthy,Keylock From Side Control,Bones,The Phenom,2012-09-22,"Toronto, Ontario, Canada",http://ufcstats.com/event-details/53e533db1b8e9712,0,0.0,1.0,0.0,,19 of 24,23 of 40,18 of 36,5 of 10,,34 of 41,27 of 44,30 of 49,5 of 10,,1 of 1,0 of 0,0 of 0,0 of 0,,0,0.0,0.0,1.0,,0,0.0,0.0,0.0,,4:31,1:37,3:00,0:17,,0,0.0,0.0,0.0,,1 of 2,6 of 16,6 of 10,3 of 8,,6 of 8,6 of 16,7 of 11,3 of 8,,0 of 0,0 of 0,0 of 0,0 of 0,,1,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0:00,0:00,0:06,0:00,,16 of 21,14 of 26,12 of 25,4 of 7,,2 of 2,0 of 2,3 of 6,0 of 0,,1 of 1,9 of 12,3 of 5,1 of 3,,1 of 1,13 of 28,7 of 17,2 of 6,,0 of 0,0 of 0,0 of 1,0 of 1,,18 of 23,10 of 12,11 of 18,3 of 3,,0 of 1,2 of 11,4 of 8,2 of 6,,0 of 0,2 of 3,0 of 0,1 of 2,,1 of 1,2 of 2,2 of 2,0 of 0,,1 of 1,5 of 15,5 of 9,0 of 3,,0 of 0,1 of 1,0 of 0,3 of 5,,0 of 1,0 of 0,1 of 1,0 of 0,,W,1987-07-19,1977-04-01,84.0,74.0,25.180530743273305,35.477798996557084,True,http://ufcstats.com/fighter-details/07f72a2a7591b409|http://ufcstats.com/fighter-details/0ee783aa00e468f0,0.8716548334243583,True,True,1.119047619047619,-839.9999999999999,10.297268253283779,10.0,11.904761904761907
W,Jon Jones,Chael Sonnen,http://ufcstats.com/fighter-details/07f72a2a7591b409,http://ufcstats.com/fighter-details/48d1f690b763934c,UFC Light Heavyweight Title Bout,KO/TKO,1,4:33,5 Rnd (5-5-5-5-5),Keith Peterson,Punches to Head On Ground,Bones,--,2013-04-27,"Newark, New Jersey, USA",http://ufcstats.com/event-details/ea0ad155451ed1f5,0,,,,,20 of 27,,,,,35 of 43,,,,,3 of 6,,,,,0,,,,,0,,,,,4:06,,,,,0,,,,,6 of 15,,,,,38 of 51,,,,,0 of 0,,,,,0,,,,,0,,,,,0:00,,,,,16 of 22,,,,,4 of 5,,,,,0 of 0,,,,,0 of 1,,,,,5 of 7,,,,,15 of 19,,,,,0 of 5,,,,,6 of 9,,,,,0 of 1,,,,,0 of 5,,,,,6 of 10,,,,,0 of 0,,,,,W,1987-07-19,1977-04-03,84.0,73.0,25.77465656378981,36.06644900305961,True,http://ufcstats.com/fighter-details/07f72a2a7591b409|http://ufcstats.com/fighter-details/48d1f690b763934c,0.8756972111553785,True,True,1.1142857142857143,-874.9999999999997,10.291792439269798,11.0,11.428571428571432
L,Chris Leben,Uriah Hall,http://ufcstats.com/fighter-details/d43a048a880efdff,http://ufcstats.com/fighter-details/65578a75fa7900e3,Middleweight Bout,TKO - Doctor's Stoppage,1,5:00,3 Rnd (5-5-5),Steve Mazzagatti,Stoppage Between Rounds,The Crippler,Prime Time,2013-12-28,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/83d0de122f2f9664,0,,,,,11 of 33,,,,,11 of 33,,,,,0 of 0,,,,,0,,,,,0,,,,,0:00,,,,,1,,,,,20 of 46,,,,,22 of 49,,,,,0 of 0,,,,,0,,,,,0,,,,,0:06,,,,,1 of 17,,,,,3 of 4,,,,,7 of 12,,,,,10 of 32,,,,,1 of 1,,,,,0 of 0,,,,,15 of 37,,,,,4 of 7,,,,,1 of 2,,,,,16 of 38,,,,,1 of 2,,,,,3 of 6,,,,,L,1980-07-21,1984-07-31,73.0,79.0,33.438058276350645,29.410597069070548,False,http://ufcstats.com/fighter-details/65578a75fa7900e3|http://ufcstats.com/fighter-details/d43a048a880efdff,0.7512801755669349,False,True,1.3076923076923077,-325.0,4.027461207280098,6.0,30.76923076923077
W,Jon Jones,Glover Teixeira,http://ufcstats.com/fighter-details/07f72a2a7591b409,http://ufcstats.com/fighter-details/7ff97850e8c32bda,UFC Light Heavyweight Title Bout,Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),Dan Miragliotta,Derek Cleary 45 - 50. Chris Lee 45 - 50. Cardo Urso 45 - 50.,Bones,--,2014-04-26,"Baltimore, Maryland, USA",http://ufcstats.com/event-details/4f2fcbefb668689d,0,0.0,0.0,0.0,0.0,23 of 38,25 of 42,35 of 53,31 of 53,24 of 50,23 of 38,25 of 42,47 of 65,35 of 57,28 of 54,1 of 2,0 of 1,0 of 1,1 of 1,1 of 1,2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0:12,0:23,1:52,1:46,1:38,0,0.0,0.0,0.0,0.0,13 of 46,9 of 35,12 of 36,9 of 32,10 of 43,16 of 49,9 of 35,15 of 39,14 of 37,11 of 44,0 of 1,0 of 2,0 of 1,0 of 1,0 of 0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0:00,0:00,0:00,0:00,0:00,13 of 28,16 of 30,20 of 37,20 of 41,19 of 43,5 of 5,2 of 4,10 of 10,6 of 6,2 of 3,5 of 5,7 of 8,5 of 6,5 of 6,3 of 4,22 of 37,23 of 40,21 of 38,19 of 33,14 of 34,1 of 1,2 of 2,14 of 15,10 of 15,10 of 16,0 of 0,0 of 0,0 of 0,2 of 5,0 of 0,6 of 36,4 of 24,8 of 27,8 of 29,8 of 38,7 of 10,5 of 11,4 of 9,1 of 3,2 of 5,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,11 of 43,6 of 28,2 of 16,6 of 23,5 of 25,2 of 3,3 of 7,10 of 20,3 of 9,5 of 18,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,W,1987-07-19,1979-10-28,84.0,76.0,26.771254714333626,34.49489038104821,True,http://ufcstats.com/fighter-details/07f72a2a7591b409|http://ufcstats.com/fighter-details/7ff97850e8c32bda,0.7997032640949555,True,True,1.2272727272727273,-439.99999999999994,7.723635666714582,8.0,22.72727272727273
W,Michel Prazeres,Mairbek Taisumov,http://ufcstats.com/fighter-details/e51fcd9cd84c0b93,http://ufcstats.com/fighter-details/8f5c8850b2484173,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mario Yamasaki,Two Points Deducted: Holding Fence by Taisumov,Tractor,Beckan,2014-03-23,"Natal, Rio Grande do Norte, Brazil",http://ufcstats.com/event-details/d5f820c11a121050,0,1.0,0.0,,,11 of 15,15 of 29,9 of 23,,,32 of 44,17 of 31,17 of 31,,,2 of 4,0 of 1,1 of 6,,,0,0.0,0.0,,,0,0.0,0.0,,,3:24,0:09,1:27,,,0,0.0,0.0,,,1 of 5,9 of 37,16 of 49,,,14 of 19,10 of 38,16 of 49,,,0 of 0,0 of 0,0 of 0,,,0,0.0,0.0,,,0,0.0,0.0,,,0:05,0:57,0:18,,,7 of 11,12 of 26,7 of 21,,,2 of 2,2 of 2,0 of 0,,,2 of 2,1 of 1,2 of 2,,,3 of 6,13 of 27,8 of 20,,,3 of 3,1 of 1,1 of 3,,,5 of 6,1 of 1,0 of 0,,,0 of 4,6 of 34,10 of 41,,,0 of 0,2 of 2,4 of 6,,,1 of 1,1 of 1,2 of 2,,,1 of 3,9 of 33,13 of 45,,,0 of 0,0 of 1,3 of 4,,,0 of 2,0 of 3,0 of 0,,,W,1981-07-25,1988-08-08,67.0,73.0,32.660492686365906,25.621333771398454,True,http://ufcstats.com/fighter-details/8f5c8850b2484173|http://ufcstats.com/fighter-details/e51fcd9cd84c0b93,0.7450468438027953,False,False,1.3174603174603174,-315.0,7.039158914967452,6.0,-100.0
L,Alex Caceres,Masanori Kanehara,http://ufcstats.com/fighter-details/7aa3d6964eff4877,http://ufcstats.com/fighter-details/f3a078277b3b8ff4,Bantamweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Leon Roberts,Mark Collett 28 - 29. Kon Papaioannou 28 - 29. Tony Weeks 28 - 29.,Bruce Leeroy,--,2014-09-20,"Saitama, Japan",http://ufcstats.com/event-details/2dea80c069847321,0,0.0,0.0,,,10 of 19,1 of 1,13 of 58,,,16 of 25,3 of 3,14 of 59,,,0 of 0,0 of 0,0 of 0,,,0,0.0,0.0,,,0,1.0,0.0,,,0:13,0:00,0:23,,,0,0.0,0.0,,,19 of 32,1 of 1,12 of 36,,,45 of 61,43 of 46,14 of 38,,,1 of 2,1 of 1,0 of 1,,,0,2.0,0.0,,,0,0.0,0.0,,,2:44,4:48,0:00,,,5 of 12,0 of 0,9 of 48,,,2 of 4,1 of 1,2 of 6,,,3 of 3,0 of 0,2 of 4,,,8 of 16,1 of 1,11 of 55,,,2 of 3,0 of 0,2 of 3,,,0 of 0,0 of 0,0 of 0,,,19 of 30,0 of 0,10 of 32,,,0 of 1,0 of 0,0 of 2,,,0 of 1,1 of 1,2 of 2,,,7 of 18,1 of 1,12 of 35,,,11 of 13,0 of 0,0 of 1,,,1 of 1,0 of 0,0 of 0,,,L,1988-06-20,1982-11-19,73.0,67.0,26.25105238300581,31.836382677262367,False,http://ufcstats.com/fighter-details/7aa3d6964eff4877|http://ufcstats.com/fighter-details/f3a078277b3b8ff4,0.7316120264990658,True,False,1.3389830508474576,-295.0,5.585330294256558,6.0,-100.0
W,Neil Magny,Kiichi Kunimoto,http://ufcstats.com/fighter-details/84b3e7d38f2d2ec5,http://ufcstats.com/fighter-details/71df36d6d8cf0d74,Welterweight Bout,Submission,3,1:22,3 Rnd (5-5-5),Herb Dean,Rear Naked Choke,The Haitian Sensation,Strasser,2015-02-14,"Broomfield, Colorado, USA",http://ufcstats.com/event-details/f9c7fe2682af3802,0,0.0,0.0,,,24 of 45,39 of 50,13 of 17,,,43 of 64,67 of 81,32 of 36,,,0 of 1,2 of 2,1 of 1,,,0,0.0,1.0,,,0,0.0,0.0,,,2:00,2:19,1:09,,,0,0.0,0.0,,,6 of 14,2 of 11,2 of 3,,,12 of 20,6 of 17,2 of 3,,,0 of 2,1 of 2,0 of 0,,,0,0.0,0.0,,,0,0.0,0.0,,,1:16,1:56,0:00,,,11 of 28,28 of 36,13 of 17,,,12 of 15,10 of 13,0 of 0,,,1 of 2,1 of 1,0 of 0,,,11 of 26,10 of 16,9 of 13,,,13 of 19,14 of 17,0 of 0,,,0 of 0,15 of 17,4 of 4,,,2 of 9,1 of 10,2 of 3,,,1 of 2,0 of 0,0 of 0,,,3 of 3,1 of 1,0 of 0,,,5 of 11,2 of 9,2 of 3,,,1 of 3,0 of 2,0 of 0,,,0 of 0,0 of 0,0 of 0,,,W,1987-08-03,1981-05-01,80.0,71.0,27.53513076928342,33.79124828025216,True,http://ufcstats.com/fighter-details/71df36d6d8cf0d74|http://ufcstats.com/fighter-details/84b3e7d38f2d2ec5,0.8690378215908685,True,True,1.1226993865030674,-815.0000000000002,6.256117510968743,9.0,12.269938650306745
W,Kevin Lee,James Moontasri,http://ufcstats.com/fighter-details/ee9ebceabfd16fa7,http://ufcstats.com/fighter-details/c06a9b48d4132c8e,Lightweight Bout,Submission,1,2:56,3 Rnd (5-5-5),John McCarthy,Rear Naked Choke,The Motown Phenom,Moon Walker,2015-07-15,"San Diego, California, USA",http://ufcstats.com/event-details/36877f0e62b25b96,0,,,,,9 of 28,,,,,9 of 28,,,,,1 of 2,,,,,1,,,,,0,,,,,1:08,,,,,0,,,,,6 of 18,,,,,6 of 18,,,,,0 of 0,,,,,0,,,,,0,,,,,0:06,,,,,4 of 20,,,,,5 of 8,,,,,0 of 0,,,,,8 of 27,,,,,1 of 1,,,,,0 of 0,,,,,1 of 12,,,,,1 of 2,,,,,4 of 4,,,,,6 of 18,,,,,0 of 0,,,,,0 of 0,,,,,W,1992-09-04,1988-04-10,77.0,71.0,22.85878560134705,27.26134006858457,True,http://ufcstats.com/fighter-details/c06a9b48d4132c8e|http://ufcstats.com/fighter-details/ee9ebceabfd16fa7,0.7450468438027953,True,True,1.3174603174603174,-315.0,4.402554467237518,6.0,31.746031746031743
L,Nik Lentz,Charles Oliveira,http://ufcstats.com/fighter-details/6fb1ba67bef41b37,http://ufcstats.com/fighter-details/07225ba28ae309b6,Featherweight Bout,Submission,3,1:10,3 Rnd (5-5-5),Kevin MacDonald,Guillotine Choke After Drop to Guard,The Carny,Do Bronxs,2015-05-30,"Goiania, Goias, Brazil",http://ufcstats.com/event-details/aae0897825336b1a,0,0.0,0.0,,,27 of 45,9 of 17,1 of 7,,,34 of 53,23 of 35,1 of 7,,,0 of 6,2 of 3,0 of 1,,,0,1.0,0.0,,,0,0.0,0.0,,,1:56,4:05,0:19,,,1,0.0,0.0,,,45 of 60,12 of 14,7 of 10,,,52 of 68,25 of 27,7 of 10,,,1 of 2,0 of 0,0 of 0,,,0,1.0,1.0,,,0,0.0,0.0,,,1:26,0:16,0:15,,,17 of 34,7 of 14,0 of 5,,,6 of 7,1 of 1,1 of 2,,,4 of 4,1 of 2,0 of 0,,,15 of 26,3 of 9,1 of 6,,,11 of 18,1 of 2,0 of 1,,,1 of 1,5 of 6,0 of 0,,,26 of 40,8 of 9,2 of 2,,,19 of 20,3 of 4,3 of 4,,,0 of 0,1 of 1,2 of 4,,,8 of 12,2 of 2,3 of 6,,,16 of 19,3 of 4,4 of 4,,,21 of 29,7 of 8,0 of 0,,,L,1984-08-13,1989-10-17,68.0,74.0,30.793240107599743,25.615857957384478,False,http://ufcstats.com/fighter-details/07225ba28ae309b6|http://ufcstats.com/fighter-details/6fb1ba67bef41b37,0.7023445463812437,False,True,1.3773584905660377,-265.00000000000006,5.177382150215266,6.0,37.73584905660377
L,Efrain Escudero,Kevin Lee,http://ufcstats.com/fighter-details/83fd97284f4bb4a4,http://ufcstats.com/fighter-details/ee9ebceabfd16fa7,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mark Smith,Chris Lee 28 - 29. Patricia Morse-Jarman 28 - 29. Junichiro Kamijo 28 - 29.,Hecho En Mexico,The Motown Phenom,2016-04-23,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/3d481aa374c954a1,0,0.0,0.0,,,21 of 44,32 of 48,17 of 22,,,26 of 49,43 of 59,27 of 33,,,1 of 5,0 of 2,0 of 0,,,0,0.0,0.0,,,0,0.0,0.0,,,0:45,0:50,0:38,,,0,0.0,0.0,,,28 of 64,23 of 57,13 of 39,,,28 of 64,26 of 60,45 of 76,,,0 of 2,0 of 1,1 of 1,,,0,0.0,1.0,,,0,0.0,0.0,,,0:37,0:35,3:04,,,12 of 28,18 of 33,4 of 8,,,5 of 8,6 of 7,2 of 3,,,4 of 8,8 of 8,11 of 11,,,18 of 41,26 of 41,9 of 14,,,3 of 3,6 of 7,8 of 8,,,0 of 0,0 of 0,0 of 0,,,17 of 52,16 of 48,11 of 34,,,9 of 10,6 of 8,2 of 5,,,2 of 2,1 of 1,0 of 0,,,22 of 58,18 of 52,4 of 25,,,6 of 6,5 of 5,1 of 1,,,0 of 0,0 of 0,8 of 13,,,L,1986-01-15,1992-09-04,71.0,77.0,30.27029986926494,23.6336132843248,False,http://ufcstats.com/fighter-details/83fd97284f4bb4a4|http://ufcstats.com/fighter-details/ee9ebceabfd16fa7,0.7578947368421052,False,True,1.2777777777777777,-360.0000000000001,6.63668658494014,6.0,27.777777777777768
W,Francis Ngannou,Bojan Mihajlovic,http://ufcstats.com/fighter-details/8d03ce87ca14e778,http://ufcstats.com/fighter-details/d6285cba1d1052e0,Heavyweight Bout,KO/TKO,1,1:34,3 Rnd (5-5-5),Herb Dean,Punches to Head At Distance,The Predator,--,2016-07-23,"Chicago, Illinois, USA",http://ufcstats.com/event-details/8a028648f3f0761d,0,,,,,8 of 20,,,,,9 of 21,,,,,0 of 0,,,,,0,,,,,0,,,,,0:06,,,,,0,,,,,3 of 6,,,,,3 of 6,,,,,0 of 1,,,,,0,,,,,0,,,,,0:00,,,,,5 of 17,,,,,3 of 3,,,,,0 of 0,,,,,3 of 6,,,,,0 of 1,,,,,5 of 13,,,,,0 of 1,,,,,1 of 1,,,,,2 of 4,,,,,3 of 6,,,,,0 of 0,,,,,0 of 0,,,,,W,1986-09-05,1980-03-30,83.0,73.0,29.881517074272573,36.31559854069557,True,http://ufcstats.com/fighter-details/8d03ce87ca14e778|http://ufcstats.com/fighter-details/d6285cba1d1052e0,0.8250000000000001,True,True,1.1666666666666667,-599.9999999999998,6.434081466422995,10.0,16.666666666666675
W,Daniel Kelly,Antonio Carlos Junior,http://ufcstats.com/fighter-details/bdcbb976816fd256,http://ufcstats.com/fighter-details/52e76bb4b3e852f3,Middleweight Bout,KO/TKO,3,1:36,3 Rnd (5-5-5),Greg Kleynjans,Punches to Head From Half Guard,--,Cara de Sapato,2016-03-19,"Brisbane, Queensland, Australia",http://ufcstats.com/event-details/e60201cfab7d656d,0,0.0,0.0,,,0 of 2,14 of 41,23 of 45,,,2 of 4,22 of 50,33 of 58,,,0 of 0,0 of 0,0 of 1,,,0,0.0,0.0,,,0,0.0,0.0,,,0:02,0:36,0:35,,,0,0.0,0.0,,,7 of 11,22 of 45,4 of 6,,,25 of 35,23 of 46,4 of 6,,,1 of 1,1 of 6,0 of 2,,,0,0.0,0.0,,,0,0.0,0.0,,,4:31,0:27,0:00,,,0 of 1,9 of 36,21 of 43,,,0 of 0,1 of 1,2 of 2,,,0 of 1,4 of 4,0 of 0,,,0 of 2,6 of 28,2 of 7,,,0 of 0,3 of 5,0 of 0,,,0 of 0,5 of 8,21 of 38,,,5 of 9,15 of 34,2 of 4,,,2 of 2,5 of 8,2 of 2,,,0 of 0,2 of 3,0 of 0,,,2 of 5,21 of 43,3 of 4,,,0 of 0,1 of 2,1 of 2,,,5 of 6,0 of 0,0 of 0,,,W,1977-10-31,1990-03-16,70.0,79.0,38.38271833097189,26.01011656639082,True,http://ufcstats.com/fighter-details/52e76bb4b3e852f3|http://ufcstats.com/fighter-details/bdcbb976816fd256,0.800834113541578,False,False,1.2061855670103092,-485.00000000000017,12.37260176458107,9.0,-100.0
W,Francis Ngannou,Anthony Hamilton,http://ufcstats.com/fighter-details/8d03ce87ca14e778,http://ufcstats.com/fighter-details/c727c7d31c50c4cf,Heavyweight Bout,Submission,1,1:57,3 Rnd (5-5-5),John McCarthy,Kimura Standing,The Predator,Freight Train,2016-12-09,"Albany, New York, USA",http://ufcstats.com/event-details/7139cd2ae4bf6a29,0,,,,,1 of 1,,,,,1 of 1,,,,,0 of 0,,,,,1,,,,,0,,,,,0:06,,,,,0,,,,,0 of 3,,,,,0 of 3,,,,,1 of 2,,,,,0,,,,,0,,,,,0:44,,,,,0 of 0,,,,,0 of 0,,,,,1 of 1,,,,,1 of 1,,,,,0 of 0,,,,,0 of 0,,,,,0 of 1,,,,,0 of 1,,,,,0 of 1,,,,,0 of 1,,,,,0 of 2,,,,,0 of 0,,,,,W,1986-09-05,1980-04-14,83.0,76.0,30.262086148243974,36.65509900956214,True,http://ufcstats.com/fighter-details/8d03ce87ca14e778|http://ufcstats.com/fighter-details/c727c7d31c50c4cf,0.7857142857142857,True,True,1.2272727272727273,-439.99999999999994,6.393012861318169,7.0,22.72727272727273
W,Zak Cummings,Nathan Coy,http://ufcstats.com/fighter-details/4ba8d454f762005d,http://ufcstats.com/fighter-details/15ec018d144710db,Welterweight Bout,Submission,1,4:21,3 Rnd (5-5-5),Mike England,Guillotine Choke After Drop to Ground,--,Soulforce,2017-04-15,"Kansas City, Missouri, USA",http://ufcstats.com/event-details/ed069a95aaaf4f56,0,,,,,25 of 72,,,,,25 of 72,,,,,0 of 0,,,,,2,,,,,0,,,,,0:11,,,,,0,,,,,23 of 41,,,,,23 of 41,,,,,1 of 1,,,,,0,,,,,0,,,,,0:05,,,,,20 of 66,,,,,2 of 3,,,,,3 of 3,,,,,21 of 68,,,,,2 of 2,,,,,2 of 2,,,,,13 of 29,,,,,7 of 8,,,,,3 of 4,,,,,22 of 40,,,,,1 of 1,,,,,0 of 0,,,,,W,1984-08-02,1978-07-24,75.0,69.0,32.70156129147073,38.72769461385244,True,http://ufcstats.com/fighter-details/15ec018d144710db|http://ufcstats.com/fighter-details/4ba8d454f762005d,0.8162544169611307,True,True,1.181818181818182,-549.9999999999991,6.02613332238171,6.0,18.18181818181821
