next_method_id,track,type,price_band,venue,semantic_signature,pre_score,train_n,train_roi,validation_n,validation_roi,holdout_n,holdout_roi,full_n,full_roi,full_positive_seasons,full_active_seasons,feature1,op1,threshold1,feature2,op2,threshold2,feature3,op3,threshold3,season_ratio,top_team,top_team_share,top3_team_share,positive_season_ratio,live_p_lo,live_p_hi,live_odds_range,price_decision,price_holdout_gain,pre_status,robust_score,duplicate_of,max_jaccard_overlap,deployment_status
NFL-NW028,LONG,PAIR,DOG35_44,AWAY,PASSING+PRESSURE,0.8128387096774192,40,0.4359999999999999,31,0.3148387096774193,26,0.4492307692307692,97,0.4008247422680412,11,14,rank_edge_pass_epa_per_dropback,>=,10.0,recent_edge_sack_or_hit_rate,>=,-0.0147564808411956,,,,0.7857142857142857,NO,0.09278350515463918,0.23711340206185566,0.7857142857142857,0.35,0.4499,+122 to +186,KEEP_ORIGINAL_BAND,0.0,WATCH,1.0949840829273818,,0.5625,WATCH
NFL-NW032,LONG,TRIPLE,DOG35_44,ANY,SPECIAL_TEAMS+TRAVEL_FATIGUE+TURNOVERS,1.1015486590038317,36,0.3855555555555556,29,0.6637931034482759,24,0.4275,89,0.4875280898876404,13,17,recent_edge_giveaway_rate,>=,0.0123464340709925,adv_prior_road_miles_last3,>=,422.8974840393614,rank_edge_punt_return_average,>=,-6.0,0.7647058823529411,CHI,0.07865168539325842,0.20224719101123595,0.7647058823529411,0.35,0.4499,+122 to +186,KEEP_ORIGINAL_BAND,0.0,WATCH,1.1507045604758757,,0.6694915254237288,WATCH
NFL-NW035,LONG,TRIPLE,DOG35_49,AWAY,EXPLOSIVE+SPECIAL_TEAMS+TRAVEL_FATIGUE,1.1240606060606062,33,0.466060606060606,20,0.6220000000000001,34,0.4117647058823528,87,0.4806896551724139,14,16,rank_edge_punt_return_average,>=,6.0,rank_edge_def_allowed_explosive_rate,<=,-9.0,adv_prior_road_miles_last4,>=,-22.615351354006503,0.875,ARI,0.05747126436781609,0.1724137931034483,0.875,0.35,0.4999,+100 to +186,KEEP_ORIGINAL_BAND,0.0,WATCH,1.154704361054767,,0.24615384615384617,WATCH
NFL-NW037,LONG,PAIR,DOG35_44,AWAY,PRESSURE+TRAVEL_FATIGUE,0.6716043956043956,35,0.3611428571428571,26,0.2584615384615384,25,0.3964000000000001,86,0.3403488372093023,13,16,rank_edge_sack_or_hit_rate,>=,10.0,adv_prior_road_miles_last4,>=,801.0648497063887,,,,0.8125,GB,0.08139534883720931,0.19767441860465115,0.8125,0.35,0.4499,+122 to +186,KEEP_ORIGINAL_BAND,0.0,WATCH,0.9828738372093024,,0.3416666666666667,WATCH
NFL-NW043,LONG,TRIPLE,DOG35_44,ANY,OTHER+SPECIAL_TEAMS+TURNOVERS,1.1378260869565218,50,0.3286,23,0.7678260869565218,20,0.3645,93,0.4449462365591398,13,16,recent_edge_giveaway_rate,>=,0.0187041093468362,rank_edge_punt_return_average,>=,-9.0,dc_team_tenure_seasons,<=,3.0,0.8125,WAS,0.07920792079207921,0.21782178217821782,0.8125,0.35,0.4499,+122 to +186,KEEP_ORIGINAL_BAND,0.0,WATCH,1.0590712365591397,,0.25874125874125875,WATCH
NFL-NW048,LONG,PAIR,DOG35_49,ANY,TRAVEL_FATIGUE+TURNOVERS,0.961469545957918,43,0.4562790697674418,42,0.4211904761904763,39,0.3405128205128205,124,0.4079838709677419,14,19,adv_prior_road_miles_last4,>=,1044.6112121956917,rank_edge_def_allowed_giveaway_rate,<=,-10.0,,,,0.7368421052631579,MIA,0.0967741935483871,0.25806451612903225,0.7368421052631579,0.35,0.4340297383775644,+130 to +186,TIGHTEN_LIVE_PRICE,0.22748717948717945,READY,0.9947072177963519,,0.6532258064516129,WATCH
NFL-NW055,LONG,PAIR,DOG20_34,AWAY,TRAVEL_FATIGUE+TURNOVERS,0.9144540816326532,49,0.190204081632653,24,0.67625,26,0.3215384615384615,99,0.3425252525252525,13,17,recent_edge_giveaway_rate,>=,0.0090612622214874,road_miles_last4_including_current,<=,1254.5054897571115,,,,0.7647058823529411,WAS,0.09090909090909091,0.23232323232323232,0.7647058823529411,0.2,0.3499,+186 to +400,KEEP_ORIGINAL_BAND,0.0,WATCH,0.9047401846519493,,0.1393939393939394,WATCH
NFL-NW057,LONG,PAIR,DOG35_49,AWAY,EXPLOSIVE+RUSHING,0.9803701226309922,39,0.4587179487179487,23,0.4756521739130434,25,0.3124,87,0.4211494252873564,13,16,rank_edge_rush_epa_per_carry,>=,14.0,recent_edge_def_allowed_explosive_rate,<=,-0.0099145307533787,,,,0.8125,PHI,0.08045977011494253,0.21839080459770116,0.8125,0.35,0.4999,+100 to +186,KEEP_ORIGINAL_BAND,0.0,WATCH,0.9801744252873564,,0.265625,WATCH
NFL-NW059,LONG,PAIR,DOG35_44,AWAY,EFFICIENCY+PRESSURE,0.831037037037037,36,0.5155555555555555,27,0.2614814814814814,29,0.3072413793103448,92,0.3753260869565218,10,16,recent_edge_def_allowed_yards_per_play,<=,-0.8529614244093031,recent_edge_sack_or_hit_rate,>=,-0.0147564808411956,,,,0.625,DET,0.07608695652173914,0.21739130434782608,0.625,0.35,0.4499,+122 to +186,KEEP_ORIGINAL_BAND,0.0,WATCH,0.8848174662668666,,0.4146341463414634,WATCH
NFL-NW060,LONG,PAIR,DOG35_44,AWAY,PRESSURE+RUSHING,0.6941904761904762,42,0.2828571428571428,30,0.3513333333333333,32,0.3021875,104,0.3085576923076923,15,19,rank_edge_rush_epa_per_carry,>=,14.0,recent_edge_sack_or_hit_rate,>=,-0.0631559729586045,,,,0.7894736842105263,CIN,0.0673076923076923,0.18269230769230768,0.7894736842105263,0.35,0.4499,+122 to +186,KEEP_ORIGINAL_BAND,0.0,READY,0.860113613360324,,0.7211538461538461,WATCH
NFL-NW061,LONG,PAIR,DOG35_49,AWAY,EXPLOSIVE+SPECIAL_TEAMS,0.9302443064182196,42,0.3238095238095238,23,0.5604347826086957,31,0.2977419354838709,96,0.3720833333333333,12,17,recent_edge_punt_return_average,>=,4.679166666666667,recent_edge_def_allowed_explosive_rate,<=,-0.0099145307533787,,,,0.7058823529411765,WAS,0.08333333333333333,0.1875,0.7058823529411765,0.35,0.4999,+100 to +186,KEEP_ORIGINAL_BAND,0.0,WATCH,0.8942958570524984,,0.20394736842105263,WATCH
NFL-NW063,LONG,TRIPLE,DOG35_49,AWAY,EFFICIENCY+THIRD_DOWN+TURNOVERS,1.0626183823529411,34,0.6847058823529412,32,0.3203125,23,0.2952173913043479,89,0.4530337078651685,13,17,recent_edge_def_allowed_early_down_epa,<=,-0.0897030464878997,recent_edge_giveaway_rate,>=,-0.0052251865973571,rank_edge_third_down_success,>=,5.0,0.7647058823529411,IND,0.11235955056179775,0.2247191011235955,0.7647058823529411,0.35,0.4999,+100 to +186,KEEP_ORIGINAL_BAND,0.0,WATCH,0.9839275697577516,,0.18518518518518517,WATCH
NFL-NW068,LONG,PAIR,DOG35_44,AWAY,EXPLOSIVE+PRESSURE,0.9889025641025642,39,0.3641025641025641,25,0.5748000000000001,27,0.2937037037037037,91,0.4010989010989012,12,18,rank_edge_def_allowed_explosive_rate,<=,-14.0,recent_edge_sack_or_hit_rate,>=,-0.0147564808411956,,,,0.6666666666666666,NYG,0.10989010989010989,0.26373626373626374,0.6666666666666666,0.35,0.4499,+122 to +186,KEEP_ORIGINAL_BAND,0.0,WATCH,0.9069692714692714,,0.2773722627737226,WATCH
NFL-NW069,LONG,PAIR,DOG35_49,ANY,EFFICIENCY+TRAVEL_FATIGUE,0.6735000000000002,32,0.2075,25,0.4160000000000001,35,0.2931428571428572,92,0.2967391304347825,12,16,adv_prior_road_miles_last4,>=,1044.6112121956917,rank_edge_def_allowed_success_rate,<=,-14.400000000000006,,,,0.75,ATL,0.08695652173913043,0.2391304347826087,0.75,0.35,0.4999,+100 to +186,KEEP_ORIGINAL_BAND,0.0,WATCH,0.8233819875776398,,0.1715686274509804,WATCH
NFL-NW074,LONG,PAIR,DOG35_49,AWAY,EFFICIENCY+EXPLOSIVE,0.8624755244755244,44,0.5690909090909091,39,0.2153846153846154,38,0.2789473684210525,121,0.3639669421487603,12,18,rank_edge_def_allowed_off_epa_per_play,<=,-12.0,rank_edge_def_allowed_explosive_rate,<=,-9.0,,,,0.6666666666666666,NYG,0.09090909090909091,0.23140495867768596,0.6666666666666666,0.35,0.4999,+100 to +186,KEEP_ORIGINAL_BAND,0.0,WATCH,0.8700809772364794,,0.6528925619834711,WATCH
NFL-NW078,LONG,TRIPLE,DOG35_44,ANY,EFFICIENCY+TRAVEL_FATIGUE+TURNOVERS,1.1999977272727271,32,0.533125,22,0.6272727272727271,29,0.2717241379310344,83,0.4667469879518072,11,16,recent_edge_def_allowed_early_down_epa,<=,-0.0724433265090011,rank_edge_giveaway_rate,>=,3.0,adv_prior_road_miles_last3,>=,422.8974840393614,0.6875,IND,0.07228915662650602,0.20481927710843373,0.6875,0.35,0.4499,+122 to +186,KEEP_ORIGINAL_BAND,0.0,WATCH,0.9518461258828416,,0.2764227642276423,WATCH
NFL-NW080,LONG,TRIPLE,DOG35_49,AWAY,EFFICIENCY+EXPLOSIVE+TRAVEL_FATIGUE,0.9605931034482758,29,0.5937931034482758,26,0.32,26,0.2615384615384615,81,0.3992592592592593,11,16,rank_edge_def_allowed_off_epa_per_play,<=,-12.0,adv_prior_road_miles_last4,>=,-22.615351354006503,recent_edge_def_allowed_explosive_rate,<=,-0.0099145307533787,0.6875,NYG,0.08641975308641975,0.24691358024691357,0.6875,0.35,0.4999,+100 to +186,KEEP_ORIGINAL_BAND,0.0,WATCH,0.8731727207977208,,0.6494845360824743,WATCH
NFL-NW082,LONG,TRIPLE,DOG35_49,AWAY,EXPLOSIVE+PASSING+TRAVEL_FATIGUE,1.0813333333333337,35,0.616,30,0.4113333333333333,28,0.2578571428571428,93,0.4421505376344086,10,16,rank_edge_def_allowed_pass_epa_per_dropback,<=,-8.0,rank_edge_def_allowed_explosive_rate,<=,-9.0,adv_prior_road_miles_last4,>=,-22.615351354006503,0.625,IND,0.07526881720430108,0.21505376344086022,0.625,0.35,0.4999,+100 to +186,KEEP_ORIGINAL_BAND,0.0,WATCH,0.9027576804915514,,0.7373737373737373,WATCH
NFL-NW083,LONG,PAIR,DOG20_34,AWAY,PRESSURE+TRAVEL_FATIGUE,1.348794871794872,39,0.7610256410256411,26,0.5357692307692308,24,0.2529166666666667,89,0.5582022471910112,11,15,tz_hours_last4_including_current,<=,0.0,recent_edge_sack_or_hit_rate,>=,0.0053062448112699,,,,0.7333333333333333,CIN,0.12359550561797752,0.30337078651685395,0.7333333333333333,0.2,0.3499,+186 to +400,KEEP_ORIGINAL_BAND,0.0,WATCH,1.0389522471910113,,0.13966480446927373,WATCH
NFL-NW086,MODERN,PAIR,DOG35_44,ANY,OTHER+PENALTY,0.6219255319148937,47,0.4404255319148937,20,0.1415,63,0.2395238095238094,181,0.2706077348066298,14,19,oc_prior_role_seasons,<=,4.0,rank_edge_penalty_yards,>=,14.0,,,,0.7368421052631579,JAX,0.08947368421052632,0.24210526315789474,0.7368421052631579,0.35,0.4108564043262363,+143 to +186,TIGHTEN_LIVE_PRICE,0.08979487179487186,WATCH,0.7848420706462287,,0.08781869688385269,WATCH
NFL-NW089,LONG,PAIR,DOG35_44,AWAY,EXPLOSIVE+PRESSURE,0.8942738679759956,47,0.2919148936170213,39,0.5243589743589744,40,0.23525,126,0.3458730158730159,12,18,rank_edge_def_allowed_explosive_rate,<=,-14.0,recent_edge_sack_or_hit_rate,>=,-0.0631559729586045,,,,0.6666666666666666,NYG,0.0873015873015873,0.24603174603174602,0.6666666666666666,0.35,0.4499,+122 to +186,KEEP_ORIGINAL_BAND,0.0,WATCH,0.8107896825396825,,0.7222222222222222,WATCH
NFL-NW090,LONG,PAIR,DOG35_49,AWAY,EFFICIENCY+TRAVEL_FATIGUE,1.131424836601307,51,0.7743137254901962,45,0.2671111111111111,51,0.234313725490196,147,0.4317006802721088,16,19,rank_edge_def_allowed_off_epa_per_play,<=,-12.0,adv_prior_road_miles_last4,>=,-22.615351354006503,,,,0.8421052631578947,ATL,0.08163265306122448,0.22448979591836735,0.8421052631578947,0.35,0.4999,+100 to +186,KEEP_ORIGINAL_BAND,0.0,READY,0.9500407215517784,,0.6802721088435374,WATCH
NFL-NW095,LONG,PAIR,DOG35_44,AWAY,TRAVEL_FATIGUE+TURNOVERS,1.1654245524296676,34,0.5602941176470588,23,0.5591304347826087,26,0.225,83,0.4549397590361445,10,16,opp_prior_road_miles_last3,>=,2020.0745414333333,recent_edge_giveaway_rate,>=,0.0082138441102377,,,,0.625,CHI,0.08433734939759036,0.2289156626506024,0.625,0.35,0.4499,+122 to +186,KEEP_ORIGINAL_BAND,0.0,WATCH,0.8776897590361444,,0.3546099290780142,WATCH
NFL-NW097,LONG,TRIPLE,DOG35_49,AWAY,EFFICIENCY+THIRD_DOWN+TRAVEL_FATIGUE,1.1588632034632036,33,0.7806060606060606,28,0.3278571428571428,21,0.2233333333333333,82,0.4832926829268293,10,14,rank_edge_def_allowed_off_epa_per_play,<=,-12.0,rank_edge_third_down_success,>=,5.0,adv_prior_road_miles_last4,>=,-22.615351354006503,0.7142857142857143,IND,0.10975609756097561,0.2804878048780488,0.7142857142857143,0.35,0.4999,+100 to +186,KEEP_ORIGINAL_BAND,0.0,WATCH,0.9261974448315913,,0.5578231292517006,WATCH
NFL-NW098,LONG,TRIPLE,DOG35_44,AWAY,EFFICIENCY+EXPLOSIVE+PRESSURE,1.090975,32,0.614375,25,0.4316,25,0.222,82,0.4390243902439025,11,15,recent_edge_def_allowed_early_down_epa,<=,-0.0940072839275117,recent_edge_def_allowed_explosive_rate,<=,-0.0088190417631774,recent_edge_sack_or_hit_rate,>=,-0.0147564808411956,0.7333333333333333,NYG,0.0975609756097561,0.23170731707317074,0.7333333333333333,0.35,0.4499,+122 to +186,KEEP_ORIGINAL_BAND,0.0,WATCH,0.8853577235772359,,0.31896551724137934,WATCH
NFL-NW099,LONG,PAIR,DOG35_44,AWAY,EXPLOSIVE+THIRD_DOWN,0.7059517241379311,50,0.4214,29,0.226551724137931,22,0.2213636363636363,101,0.3218811881188118,11,17,rank_edge_third_down_success,>=,5.0,rank_edge_def_allowed_explosive_rate,<=,-9.0,,,,0.6470588235294118,NO,0.0891089108910891,0.2079207920792079,0.6470588235294118,0.35,0.4499,+122 to +186,KEEP_ORIGINAL_BAND,0.0,WATCH,0.755509530364801,,0.7029702970297029,WATCH
NFL-NW100,LONG,TRIPLE,DOG35_44,ANY,EFFICIENCY+EXPLOSIVE+OTHER,1.2207761904761905,28,0.4167857142857142,21,0.7661904761904762,38,0.2213157894736841,87,0.4157471264367816,11,16,dc_team_tenure_seasons,<=,2.0,rank_edge_def_allowed_explosive_rate,<=,-15.0,recent_edge_def_allowed_early_down_epa,<=,-0.0724433265090011,0.6875,JAX,0.09375,0.23958333333333334,0.6875,0.35,0.4499,+122 to +186,KEEP_ORIGINAL_BAND,0.0,WATCH,0.8524379159104657,,0.2328767123287671,WATCH
NFL-NW101,LONG,PAIR,DOG35_44,AWAY,PRESSURE+THIRD_DOWN,1.0286613756613756,84,0.4688095238095237,54,0.4518518518518518,43,0.2204651162790697,181,0.4047513812154695,13,20,recent_edge_sack_or_hit_rate,>=,-0.0147564808411956,rank_edge_third_down_success,>=,5.0,,,,0.65,NO,0.06629834254143646,0.1878453038674033,0.65,0.35,0.4499,+122 to +186,KEEP_ORIGINAL_BAND,0.0,WATCH,0.8782164974945392,,0.5,WATCH
NFL-NW103,MODERN,PAIR,DOG35_49,AWAY,SPECIAL_TEAMS+TRAVEL_FATIGUE,0.7535555555555558,36,0.3738888888888889,24,0.3316666666666667,21,0.2157142857142857,100,0.2419,11,17,opp_prior_road_games_last5,<=,1.0,rank_edge_kick_return_average,<=,-5.0,,,,0.6470588235294118,ARI,0.07,0.19,0.6470588235294118,0.35,0.4999,+100 to +186,KEEP_ORIGINAL_BAND,0.0,WATCH,0.6693789915966387,,0.0718232044198895,WATCH
NFL-NW104,LONG,TRIPLE,DOG35_49,AWAY,EFFICIENCY+RUSHING+TRAVEL_FATIGUE,1.1628070707070708,36,0.6563888888888889,22,0.4668181818181818,27,0.2125925925925926,85,0.4663529411764707,13,17,recent_edge_def_allowed_early_down_epa,<=,-0.0897030464878997,rank_edge_def_allowed_rush_epa_per_carry,<=,-9.25,adv_prior_road_miles_last4,>=,-22.615351354006503,0.7647058823529411,IND,0.10588235294117647,0.25882352941176473,0.7647058823529411,0.35,0.4999,+100 to +186,KEEP_ORIGINAL_BAND,0.0,WATCH,0.9126220043572986,,0.46846846846846846,WATCH
NFL-NW105,MODERN,PAIR,PK_55,AWAY,PASSING+TRAVEL_FATIGUE,0.5594708140236614,39,0.244107234113053,29,0.2573635799106083,32,0.2088205242295631,127,0.1947942016971886,12,19,rank_edge_def_allowed_pass_epa_per_dropback,<=,-3.0,adv_prior_road_miles_last2,<=,417.76118356084817,,,,0.631578947368421,LV,0.05511811023622047,0.16535433070866143,0.631578947368421,0.45,0.5145631067961165,-106 to +122,TIGHTEN_LIVE_PRICE,0.18744321203417308,WATCH,0.625009462768857,,0.553030303030303,WATCH
NFL-NW106,LONG,PAIR,DOG20_34,AWAY,EXPLOSIVE+TRAVEL_FATIGUE,0.74475,40,0.38675,35,0.288,22,0.2086363636363636,97,0.310721649484536,11,18,road_miles_last4_including_current,<=,1254.5054897571115,recent_edge_def_allowed_explosive_rate,>=,0.0151045231024119,,,,0.6111111111111112,CLE,0.08247422680412371,0.21649484536082475,0.6111111111111112,0.2,0.3499,+186 to +400,KEEP_ORIGINAL_BAND,0.0,WATCH,0.7206357908986774,,0.15976331360946747,WATCH
NFL-NW109,LONG,TRIPLE,DOG35_49,AWAY,EXPLOSIVE+PASSING+TURNOVERS,0.8805243243243244,37,0.3543243243243243,34,0.4649999999999999,35,0.206,106,0.3408490566037737,13,17,rank_edge_def_allowed_pass_epa_per_dropback,<=,-8.0,rank_edge_def_allowed_explosive_rate,<=,-9.0,recent_edge_giveaway_rate,>=,-0.0052251865973571,0.7647058823529411,IND,0.09433962264150944,0.2169811320754717,0.7647058823529411,0.35,0.4999,+100 to +186,KEEP_ORIGINAL_BAND,0.0,READY,0.791025527192009,,0.6698113207547169,WATCH
NFL-NW111,MODERN,PAIR,FAV65_75,AWAY,EFFICIENCY+PENALTY,0.5176321427650401,35,0.2812254932121538,24,0.1884066495528862,29,0.2014139037321689,120,0.1627346557916832,13,17,rank_edge_early_down_epa,<=,7.0,recent_edge_penalty_yards,<=,8.416666666666668,,,,0.7647058823529411,SEA,0.08333333333333333,0.20833333333333334,0.7647058823529411,0.65,0.75,-300 to -186,KEEP_ORIGINAL_BAND,0.0,WATCH,0.6153250301120874,,0.7083333333333334,WATCH
NFL-NW113,LONG,TRIPLE,DOG35_49,AWAY,PASSING+THIRD_DOWN+TRAVEL_FATIGUE,1.0412871794871794,39,0.6756410256410256,26,0.3188461538461539,29,0.1958620689655172,94,0.428936170212766,12,16,rank_edge_def_allowed_pass_epa_per_dropback,<=,-8.0,recent_edge_third_down_success,>=,0.0538273858494447,adv_prior_road_miles_last4,>=,-22.615351354006503,0.75,ATL,0.07446808510638298,0.2127659574468085,0.75,0.35,0.4999,+100 to +186,KEEP_ORIGINAL_BAND,0.0,WATCH,0.8592982391782832,,0.6568627450980392,WATCH
NFL-NW120,LONG,TRIPLE,DOG35_49,AWAY,EFFICIENCY+THIRD_DOWN+TURNOVERS,1.167,30,0.7880000000000001,34,0.3249999999999999,27,0.184074074074074,91,0.4358241758241759,10,15,recent_edge_def_allowed_early_down_epa,<=,-0.0897030464878997,recent_edge_giveaway_rate,>=,-0.0052251865973571,recent_edge_third_down_success,>=,0.0538273858494447,0.6666666666666666,IND,0.07692307692307693,0.1978021978021978,0.6666666666666666,0.38059916462624227,0.4999,+100 to +163,TIGHTEN_LIVE_PRICE,0.020016835016835044,WATCH,0.8320649165649165,,0.47540983606557374,WATCH
NFL-NW122,MODERN,TRIPLE,FAV65_75,AWAY,EFFICIENCY+PENALTY+SPECIAL_TEAMS,0.6527158663396939,24,0.4505928207084372,17,0.1715230456312566,22,0.1833415937026836,85,0.2504883187080097,13,13,rank_edge_early_down_epa,<=,7.0,recent_edge_penalty_yards,<=,8.416666666666668,rank_edge_fg_accuracy,<=,10.375,1.0,SEA,0.10588235294117647,0.24705882352941178,1.0,0.65,0.75,-300 to -186,KEEP_ORIGINAL_BAND,0.0,WATCH,0.7263299124106932,,0.0,WATCH
NFL-NW125,LONG,PAIR,DOG20_34,AWAY,PENALTY+SPECIAL_TEAMS,0.7130455148033583,73,0.1735616438356164,62,0.4154838709677419,66,0.1804545454545454,201,0.2504477611940299,13,20,rank_edge_penalty_yards,>=,-5.5,rank_edge_kick_return_average,<=,-9.0,,,,0.65,ARI,0.07960199004975124,0.19900497512437812,0.65,0.2,0.3499,+186 to +400,KEEP_ORIGINAL_BAND,0.0,WATCH,0.6939023066485753,,0.3781094527363184,WATCH
NFL-NW128,LONG,TRIPLE,DOG35_49,ANY,EXPLOSIVE+OTHER+TRAVEL_FATIGUE,0.9049198653198652,27,0.5625925925925925,22,0.3027272727272727,40,0.17775,89,0.3253932584269663,11,17,adv_prior_long_trips_last3,>=,1.0,recent_edge_explosive_rate,<=,-0.0164426581934925,adv_prior_road_miles_last4,>=,1044.6112121956917,0.6470588235294118,MIA,0.07865168539325842,0.2247191011235955,0.6470588235294118,0.35,0.4999,+100 to +186,KEEP_ORIGINAL_BAND,0.0,WATCH,0.7094079643093192,,0.5128205128205128,WATCH
