method_id,track,price_band,venue,conditions,preferred_discovery,elite_recent_discovery,n,wins,losses,win_pct,roi,train_n,train_roi,validation_n,validation_roi,holdout_n,holdout_roi,positive_season_ratio,top_team,top_team_share,top3_team_share,recommended_start_week,W4_6_n,W4_6_win_pct,W4_6_roi,W7_10_n,W7_10_win_pct,W7_10_roi,W11_14_n,W11_14_win_pct,W11_14_roi,W15_18_n,W15_18_win_pct,W15_18_roi,robust_score,duplicate_of,max_jaccard_overlap,deployment_status
CO034,LONG,DOG20_34,HOME,"[[""coachq_oc_recent_quality"", ""<="", 0.3359375]]",False,False,86,34,52,0.3953488372093023,0.477093023255814,25,0.5912000000000001,39,0.4984615384615384,22,0.30954545454545457,0.7222222222222222,LV,0.12790697674418605,0.3372093023255814,4,24,0.375,0.31666666666666665,22,0.45454545454545453,0.7127272727272728,23,0.34782608695652173,0.44565217391304346,17,0.4117647058823529,0.4411764705882353,0.4247615448150704,,0.6296296296296297,CO_WATCH
CO050,MODERN,DOG20_34,AWAY,"[[""coachq_prev_oc_prior_role_seasons"", "">="", 4.0], [""coachq_dc_recent_quality"", "">="", 0.5]]",False,False,81,28,53,0.345679012345679,0.2554320987654321,44,0.07613636363636365,18,0.6027777777777777,17,0.4994117647058824,0.6428571428571429,JAX,0.08641975308641975,0.25925925925925924,4,16,0.375,0.36000000000000004,23,0.21739130434782608,-0.24173913043478254,18,0.5,0.9033333333333334,24,0.3333333333333333,0.1762500000000001,0.423792248560935,,0.12258064516129032,CO_RESEARCH
CO009,LONG,DOG20_34,AWAY,"[[""adv_staff_quality_mean"", "">="", -0.15197649572649574], [""adv_staff_upgrade_count"", ""<="", -1.0]]",True,False,265,92,173,0.3471698113207547,0.28803773584905656,71,0.17887323943661973,104,0.3066346153846154,90,0.3526666666666667,0.7222222222222222,CLE,0.06792452830188679,0.18113207547169813,4,54,0.48148148148148145,0.7796296296296296,70,0.3,0.0204285714285714,73,0.2876712328767123,0.11589041095890412,68,0.35294117647058826,0.3579411764705882,0.41693863998891884,,0.13291139240506328,CO_LIVE_READY
CO048,LONG,DOG20_34,AWAY,"[[""coachq_oc_prior_quality"", "">="", 0.59375], [""coachq_staff_quality_min"", "">="", 0.46153846153846156], [""coachq_prev_hc_prior_quality"", "">="", 0.5384615384615384]]",False,False,98,43,55,0.4387755102040816,0.5313265306122449,32,0.8025,38,0.5450000000000002,28,0.20285714285714285,0.7777777777777778,LAC,0.09183673469387756,0.25510204081632654,4,18,0.5,0.8033333333333333,21,0.5714285714285714,0.8914285714285716,27,0.4444444444444444,0.4837037037037038,32,0.3125,0.18218749999999997,0.4161337369052508,,0.23943661971830985,CO_LIVE_READY
CO049,LONG,DOG20_34,AWAY,"[[""coachq_oc_prior_quality"", "">="", 0.59375], [""coachq_staff_quality_min"", "">="", 0.46153846153846156], [""coachq_prev_hc_prior_win_pct"", "">="", 0.5384615384615384]]",False,False,98,43,55,0.4387755102040816,0.5313265306122449,32,0.8025,38,0.5450000000000002,28,0.20285714285714285,0.7777777777777778,LAC,0.09183673469387756,0.25510204081632654,4,18,0.5,0.8033333333333333,21,0.5714285714285714,0.8914285714285716,27,0.4444444444444444,0.4837037037037038,32,0.3125,0.18218749999999997,0.4161337369052508,CO048,1.0,DUPLICATE
CO033,LONG,DOG20_34,ANY,"[[""adv_oc_quality_delta_vs_departed"", "">="", -0.18320312499999997], [""coachq_dc_changed_quality"", "">="", 1.0]]",False,False,70,25,45,0.35714285714285715,0.2854285714285715,20,0.27199999999999996,32,0.20625,18,0.44111111111111106,0.6875,CAR,0.11428571428571428,0.2857142857142857,4,17,0.35294117647058826,0.4223529411764706,17,0.35294117647058826,0.13470588235294115,21,0.23809523809523808,-0.10904761904761907,15,0.5333333333333333,0.8533333333333334,0.41415709620374486,,0.13846153846153847,CO_WATCH
CO031,MODERN,DOG20_34,AWAY,"[[""adv_oc_prior_quality"", "">="", 0.03791666666666667], [""coachq_prev_oc_prior_quality"", "">="", 0.375]]",False,False,85,34,51,0.4,0.38011764705882356,28,0.45642857142857135,13,0.29999999999999993,21,0.4261904761904762,0.5555555555555556,NO,0.09411764705882353,0.23529411764705882,7,12,0.3333333333333333,0.2416666666666666,24,0.5416666666666666,0.7537499999999998,25,0.32,0.10800000000000001,24,0.375,0.3591666666666667,0.4138434236952384,,0.19607843137254902,CO_RESEARCH
CO051,MODERN,DOG20_34,AWAY,"[[""coachq_oc_recent_quality"", "">="", 0.6875], [""coachq_staff_quality_min"", "">="", 0.5076709401709403]]",False,False,90,39,51,0.43333333333333335,0.5532222222222222,37,0.7699999999999999,19,0.5284210526315789,16,0.19437500000000002,0.7647058823529411,HOU,0.12222222222222222,0.2777777777777778,4,16,0.4375,0.5,25,0.44,0.5332,27,0.5185185185185185,0.9088888888888889,22,0.3181818181818182,0.1781818181818182,0.41237578697888017,,0.323943661971831,CO_WATCH
CO032,MODERN,DOG35_44,AWAY,"[[""coachq_prev_oc_prior_quality"", "">="", 0.6473958333333334], [""coachq_prev_oc_prior_role_seasons"", "">="", 2.0]]",False,False,91,49,42,0.5384615384615384,0.3436263736263736,31,0.21741935483870972,13,0.5838461538461538,32,0.309375,0.8235294117647058,NO,0.2087912087912088,0.38461538461538464,4,18,0.7222222222222222,0.8177777777777777,21,0.42857142857142855,0.07476190476190478,30,0.3333333333333333,-0.17366666666666664,22,0.7727272727272727,0.9177272727272728,0.40408149651378755,,0.031413612565445025,CO_RESEARCH
CO043,LONG,DOG20_34,AWAY,"[[""adv_hc_quality_delta_vs_departed"", ""<="", -0.03895104895104903], [""adv_staff_quality_mean"", "">="", -0.15197649572649574]]",False,False,94,35,59,0.3723404255319149,0.35670212765957443,27,0.19037037037037033,41,0.5117073170731707,26,0.28500000000000003,0.7647058823529411,CHI,0.07446808510638298,0.22340425531914893,4,24,0.375,0.4429166666666667,24,0.375,0.20874999999999996,17,0.29411764705882354,0.16882352941176465,29,0.41379310344827586,0.5179310344827586,0.39954025807390037,,0.20875420875420875,CO_LIVE_READY
CO065,LONG,DOG20_34,AWAY,"[[""coachq_oc_recent_quality"", "">="", 0.71875], [""coachq_oc_prior_quality"", "">="", 0.59375], [""coachq_staff_quality_min"", "">="", 0.46153846153846156]]",False,False,87,36,51,0.41379310344827586,0.48770114942528736,25,0.49360000000000004,34,0.731764705882353,28,0.1860714285714286,0.7647058823529411,GB,0.08045977011494253,0.24137931034482757,4,15,0.4,0.3993333333333334,21,0.42857142857142855,0.448095238095238,29,0.5172413793103449,0.9331034482758621,22,0.2727272727272727,-0.0013636363636363345,0.39584133467540056,,0.7352941176470589,CO_WATCH
CO062,MODERN,DOG20_34,AWAY,"[[""adv_oc_prior_quality"", "">="", 0.03791666666666667], [""coachq_prev_oc_recent_quality"", "">="", 0.25]]",False,False,84,34,50,0.40476190476190477,0.39357142857142857,27,0.5103703703703703,12,0.13083333333333327,22,0.36136363636363633,0.5555555555555556,NO,0.09523809523809523,0.23809523809523808,7,12,0.3333333333333333,0.2416666666666666,25,0.52,0.6736,23,0.34782608695652173,0.20434782608695648,24,0.375,0.3591666666666667,0.3942222536935575,CO031,0.8777777777777778,DUPLICATE
CO037,LONG,DOG20_34,AWAY,"[[""coachq_staff_quality_mean"", "">="", 0.5564903846153846], [""adv_staff_upgrade_count"", ""<="", -1.0]]",False,False,167,59,108,0.3532934131736527,0.330059880239521,43,0.30651162790697667,68,0.33882352941176463,56,0.33749999999999997,0.6111111111111112,ARI,0.07784431137724551,0.22754491017964074,4,32,0.5,0.9021875,38,0.2631578947368421,-0.11578947368421048,45,0.35555555555555557,0.37066666666666664,52,0.3269230769230769,0.2686538461538462,0.3933210839956039,,0.6179775280898876,CO_RESEARCH
CO067,LONG,DOG35_49,ANY,"[[""coachq_dc_prior_role_seasons"", ""<="", 0.0], [""coachq_oc_prior_win_pct"", ""<="", 0.4358974358974359]]",False,False,79,44,35,0.5569620253164557,0.319746835443038,23,0.5517391304347826,25,0.06799999999999999,31,0.35064516129032247,0.6923076923076923,CHI,0.16455696202531644,0.37974683544303794,4,16,0.5625,0.33375,19,0.631578947368421,0.508421052631579,20,0.6,0.41450000000000004,24,0.4583333333333333,0.08208333333333336,0.3900184266173493,,0.0,CO_RESEARCH
CO039,LONG,DOG35_44,AWAY,"[[""coachq_prev_dc_prior_quality"", ""<="", 0.390625], [""adv_staff_upgrade_count"", "">="", 0.0]]",False,False,87,46,41,0.5287356321839081,0.3466666666666667,28,0.29071428571428565,28,0.4482142857142858,31,0.3054838709677419,0.6666666666666666,CHI,0.06896551724137931,0.1954022988505747,4,17,0.5294117647058824,0.3605882352941177,28,0.4642857142857143,0.17392857142857146,18,0.7222222222222222,0.8133333333333334,24,0.4583333333333333,0.18833333333333338,0.38564955023081066,,0.20625,CO_WATCH
CO059,LONG,DOG20_34,HOME,"[[""coachq_hc_prior_quality"", "">="", 0.5384615384615384], [""coachq_hc_prior_win_pct"", "">="", 0.5384615384615384], [""coachq_prev_dc_prior_role_seasons"", ""<="", 1.0]]",False,False,64,26,38,0.40625,0.48796875,25,0.5947999999999999,19,0.601578947368421,20,0.2465,0.625,ARI,0.109375,0.28125,5,8,0.5,0.6525000000000001,18,0.2777777777777778,0.021111111111111105,19,0.42105263157894735,0.63,19,0.47368421052631576,0.7189473684210527,0.3842643864593555,,0.07913669064748201,CO_RESEARCH
CO070,MODERN,DOG20_34,ANY,"[[""adv_oc_recent_quality"", ""<="", -0.46875]]",False,False,123,44,79,0.35772357723577236,0.3158536585365854,34,0.5650000000000001,28,0.1714285714285714,31,0.30193548387096775,0.6842105263157895,BUF,0.08943089430894309,0.25203252032520324,4,34,0.38235294117647056,0.45882352941176474,27,0.4444444444444444,0.6544444444444445,33,0.18181818181818182,-0.3193939393939394,29,0.4482758620689655,0.5558620689655173,0.38424046163868764,,0.21511627906976744,CO_WATCH
CO054,MODERN,DOG20_34,AWAY,"[[""adv_dc_prior_win_pct"", "">="", 0.06672008547008541], [""coachq_staff_quality_min"", "">="", 0.5076709401709403]]",False,False,79,33,46,0.4177215189873418,0.4850632911392406,31,0.6841935483870968,19,0.32894736842105265,17,0.21529411764705883,0.6842105263157895,CHI,0.1518987341772152,0.31645569620253167,4,16,0.625,1.200625,15,0.3333333333333333,0.092,21,0.47619047619047616,0.7414285714285715,27,0.2962962962962963,0.08,0.3835298436155633,,0.17692307692307693,CO_RESEARCH
CO047,LONG,DOG20_34,AWAY,"[[""coachq_oc_prior_quality"", "">="", 0.59375], [""coachq_staff_quality_min"", "">="", 0.46153846153846156]]",False,False,169,62,107,0.3668639053254438,0.3150295857988165,53,0.34188679245283016,66,0.31833333333333336,50,0.2822,0.6666666666666666,HOU,0.10650887573964497,0.2366863905325444,4,31,0.45161290322580644,0.6451612903225805,44,0.3409090909090909,0.14977272727272725,51,0.39215686274509803,0.4149019607843138,43,0.3023255813953488,0.12767441860465117,0.3781221545750794,,0.5798816568047337,CO_WATCH
CO010,MODERN,PK_55,AWAY,"[[""coachq_oc_prior_role_seasons"", "">="", 3.0], [""coachq_oc_quality_delta_vs_departed"", "">="", -0.09635416666666663]]",True,False,134,74,60,0.5522388059701493,0.12363036470667675,60,0.13540550455691866,19,0.2744427105499599,29,0.37113690211214434,0.7647058823529411,SEA,0.08955223880597014,0.22388059701492535,4,31,0.7419354838709677,0.5191395750479867,43,0.5116279069767442,0.029224549235434553,35,0.4857142857142857,-0.019729105726120987,25,0.48,-0.0037197949000942953,0.37637257856956385,,0.0,CO_WATCH
CO061,LONG,DOG20_34,AWAY,"[[""coachq_prev_oc_prior_win_pct"", "">="", 0.5993589743589745], [""coachq_staff_quality_mean"", "">="", 0.5564903846153846]]",False,False,97,36,61,0.3711340206185567,0.30752577319587626,30,0.43799999999999994,41,0.2502439024390244,26,0.24730769230769234,0.7647058823529411,NO,0.09278350515463918,0.26804123711340205,7,14,0.2857142857142857,0.09000000000000005,24,0.4166666666666667,0.3245833333333333,27,0.37037037037037035,0.3181481481481481,32,0.375,0.3809375,0.37313438338846944,,0.4112903225806452,CO_LIVE_READY
CO053,MODERN,DOG35_44,HOME,"[[""coachq_prev_hc_prior_role_seasons"", ""<="", 0.0], [""coachq_prev_dc_prior_role_seasons"", ""<="", 3.0]]",False,False,103,49,54,0.47572815533980584,0.1821359223300971,27,0.18444444444444447,14,0.2585714285714285,23,0.40217391304347827,0.6111111111111112,MIA,0.07766990291262135,0.21359223300970873,4,17,0.47058823529411764,0.17176470588235293,31,0.5161290322580645,0.28322580645161294,34,0.4117647058823529,0.02970588235294117,21,0.5238095238095238,0.28809523809523807,0.3705947469029388,,0.13978494623655913,CO_RESEARCH
CO042,MODERN,PK_55,ANY,"[[""coachq_oc_prior_role_seasons"", "">="", 3.0], [""coachq_oc_prior_quality"", ""<="", 0.546875], [""coachq_oc_quality_delta_vs_departed"", "">="", -0.10125000000000003]]",False,False,105,64,41,0.6095238095238096,0.2236256925469569,49,0.2585170629218781,19,0.16178953344613398,21,0.37432152946181513,0.625,SEA,0.13333333333333333,0.3333333333333333,4,24,0.7083333333333334,0.4405547572227964,32,0.625,0.24696736357397187,35,0.5142857142857142,0.02918152281987584,14,0.6428571428571429,0.2845053293586149,0.3695998637445054,,0.34269662921348315,CO_RESEARCH
CO066,LONG,DOG35_44,AWAY,"[[""adv_staff_quality_min"", ""<="", -0.23339102564102565], [""coachq_dc_prior_win_pct"", ""<="", 0.5909090909090909]]",False,False,73,39,34,0.5342465753424658,0.3427397260273973,27,0.3840740740740741,21,0.4414285714285714,25,0.2152,0.7777777777777778,DET,0.0821917808219178,0.2465753424657534,7,14,0.5,0.2764285714285714,15,0.4666666666666667,0.14666666666666667,26,0.46153846153846156,0.155,18,0.7222222222222222,0.8288888888888889,0.3689625034459141,,0.0958904109589041,CO_WATCH
CO064,MODERN,PK_55,AWAY,"[[""coachq_oc_quality_delta_vs_departed"", "">="", -0.09635416666666663], [""coachq_prev_oc_prior_role_seasons"", "">="", 2.0]]",False,False,123,70,53,0.5691056910569106,0.15389720046658398,55,0.12376758291109578,18,0.34524508335829096,27,0.38677667263896987,0.6470588235294118,SEA,0.0975609756097561,0.25203252032520324,4,26,0.7692307692307693,0.5804329946527058,42,0.5476190476190477,0.09575265165085892,35,0.4857142857142857,-0.019729105726121,20,0.5,0.025350256374882134,0.366108050184375,CO010,0.8623188405797102,DUPLICATE
CO040,LONG,FAV55_65,AWAY,"[[""coachq_prev_dc_prior_win_pct"", ""<="", 0.5384615384615384], [""adv_hc_prior_quality"", "">="", 0.009038461538461448]]",False,False,72,55,17,0.7638888888888888,0.2674686294426764,25,0.20048832867902242,21,0.339400526234025,26,0.27377392507625437,0.7647058823529411,GB,0.1388888888888889,0.3055555555555556,4,19,0.6842105263157895,0.1390946967655025,17,0.7647058823529411,0.2681344066310842,23,0.8260869565217391,0.3651840566537986,13,0.7692307692307693,0.28134029735094973,0.36351727870702716,,0.0,CO_WATCH
CO041,LONG,FAV55_65,AWAY,"[[""coachq_prev_dc_prior_win_pct"", ""<="", 0.5384615384615384], [""adv_hc_prior_win_pct"", "">="", 0.009038461538461448]]",False,False,72,55,17,0.7638888888888888,0.2674686294426764,25,0.20048832867902242,21,0.339400526234025,26,0.27377392507625437,0.7647058823529411,GB,0.1388888888888889,0.3055555555555556,4,19,0.6842105263157895,0.1390946967655025,17,0.7647058823529411,0.2681344066310842,23,0.8260869565217391,0.3651840566537986,13,0.7692307692307693,0.28134029735094973,0.36351727870702716,CO040,1.0,DUPLICATE
CO012,LONG,FAV55_65,ANY,"[[""adv_dc_quality_delta_vs_departed"", "">="", 0.012760416666666677], [""adv_dc_prior_quality"", "">="", 0.0625]]",True,False,85,63,22,0.7411764705882353,0.2295768094807718,33,0.33034661456810827,31,0.11674031744578214,21,0.23779241353803737,0.8333333333333334,PHI,0.09411764705882353,0.23529411764705882,4,18,0.6666666666666666,0.10350829954241801,19,0.7368421052631579,0.2099032647677151,28,0.75,0.25182233864146614,20,0.8,0.33058459507772203,0.3602688923723718,,0.06802721088435375,CO_WATCH
CO068,MODERN,PK_55,AWAY,"[[""coachq_oc_prior_role_seasons"", "">="", 3.0], [""coachq_oc_quality_delta_vs_departed"", "">="", -0.09635416666666663], [""coachq_prev_oc_prior_role_seasons"", "">="", 2.0]]",False,False,119,68,51,0.5714285714285714,0.159868906766197,52,0.15235117899803613,18,0.34524508335829096,26,0.36242192927893024,0.6470588235294118,SEA,0.10084033613445378,0.25210084033613445,4,26,0.7692307692307693,0.5804329946527058,40,0.525,0.05291639042809213,33,0.5151515151515151,0.039681251502598935,20,0.5,0.025350256374882134,0.35824014173941393,CO010,0.8880597014925373,DUPLICATE
CO013,MODERN,DOG35_44,HOME,"[[""coachq_hc_prior_role_seasons"", ""<="", 1.0], [""coachq_prev_hc_prior_role_seasons"", ""<="", 0.0]]",True,False,126,58,68,0.4603174603174603,0.14555555555555555,38,0.09736842105263159,20,0.25,26,0.343076923076923,0.6842105263157895,MIA,0.07142857142857142,0.1984126984126984,4,22,0.5,0.23772727272727268,36,0.4722222222222222,0.17055555555555554,42,0.4523809523809524,0.14404761904761906,26,0.4230769230769231,0.03538461538461538,0.35792424279307083,,0.7480916030534351,CO_WATCH
CO046,LONG,FAV65_75,AWAY,"[[""coachq_dc_recent_quality"", "">="", 0.84375], [""coachq_prev_hc_prior_win_pct"", "">="", 0.42307692307692313]]",False,False,70,60,10,0.8571428571428571,0.2293134421781852,20,0.2150938278555774,24,0.25013656834222237,26,0.22103025981338784,0.875,DAL,0.12857142857142856,0.32857142857142857,7,12,0.9166666666666666,0.3247197964060431,19,0.7368421052631579,0.06916294384072227,20,0.9,0.2901622088257077,19,0.8947368421052632,0.26515596242697764,0.35570715879408804,,0.0,CO_WATCH
CO045,LONG,FAV65_75,AWAY,"[[""coachq_dc_recent_quality"", "">="", 0.84375], [""coachq_prev_hc_prior_quality"", "">="", 0.42307692307692313]]",False,False,70,60,10,0.8571428571428571,0.2293134421781852,20,0.2150938278555774,24,0.25013656834222237,26,0.22103025981338784,0.875,DAL,0.12857142857142856,0.32857142857142857,7,12,0.9166666666666666,0.3247197964060431,19,0.7368421052631579,0.06916294384072227,20,0.9,0.2901622088257077,19,0.8947368421052632,0.26515596242697764,0.35570715879408804,CO046,1.0,DUPLICATE
CO044,LONG,DOG35_49,AWAY,"[[""coachq_oc_recent_quality"", ""<="", 0.59375], [""adv_staff_quality_min"", ""<="", -0.21430288461538458]]",False,False,76,40,36,0.5263157894736842,0.24052631578947364,20,0.24200000000000005,30,0.22899999999999998,26,0.25269230769230766,0.7647058823529411,NYJ,0.09210526315789473,0.23684210526315785,7,13,0.6923076923076923,0.6269230769230768,15,0.4666666666666667,0.034666666666666686,25,0.52,0.23399999999999999,23,0.4782608695652174,0.1634782608695652,0.35408506810180557,,0.21138211382113822,CO_WATCH
CO080,LONG,DOG20_34,AWAY,"[[""coachq_prev_hc_prior_quality"", "">="", 0.5384615384615384], [""adv_hc_quality_delta_vs_departed"", ""<="", -0.03895104895104903]]",False,False,94,31,63,0.32978723404255317,0.18999999999999995,32,0.11343750000000002,39,0.16897435897435897,23,0.33217391304347826,0.6470588235294118,CHI,0.0851063829787234,0.24468085106382978,4,21,0.38095238095238093,0.4895238095238096,24,0.3333333333333333,0.07874999999999999,21,0.2857142857142857,0.08285714285714287,28,0.32142857142857145,0.14107142857142854,0.3523480613062016,,0.6491228070175439,CO_RESEARCH
CO079,MODERN,DOG35_44,HOME,"[[""coachq_prev_oc_prior_quality"", ""<="", 0.5], [""coachq_prev_dc_prior_win_pct"", "">="", 0.38461538461538464]]",False,False,80,40,40,0.5,0.248,30,0.4153333333333334,13,0.16230769230769226,27,0.28481481481481485,0.6666666666666666,CAR,0.075,0.22499999999999998,7,14,0.5,0.22999999999999998,17,0.5294117647058824,0.3305882352941176,27,0.48148148148148145,0.21592592592592597,22,0.5,0.235,0.35180878466486293,,0.08620689655172414,CO_WATCH
CO069,MODERN,FAV65_75,AWAY,"[[""coachq_dc_recent_quality"", "">="", 0.8125], [""coachq_dc_prior_role_seasons"", "">="", 2.0]]",False,False,73,61,12,0.8356164383561644,0.1973435188801046,22,0.1758986156264354,18,0.09990351938173339,21,0.23616149444052542,0.8571428571428571,DAL,0.1232876712328767,0.3287671232876712,7,12,0.8333333333333334,0.19481193028983598,19,0.7894736842105263,0.15252543863621135,18,0.9444444444444444,0.3529240552495999,24,0.7916666666666666,0.11740489109119957,0.35094801776611245,,0.625,CO_WATCH
CO077,LONG,FAV55_65,AWAY,"[[""coachq_prev_dc_prior_win_pct"", ""<="", 0.5384615384615384], [""coachq_prev_hc_recent_quality"", "">="", 0.5384615384615384]]",False,False,91,64,27,0.7032967032967034,0.17908110721234963,27,0.07430087584692302,33,0.168429868965331,31,0.2816797236322894,0.7647058823529411,CIN,0.12087912087912088,0.27472527472527475,4,24,0.625,0.06258225683828601,19,0.8947368421052632,0.4937162135541461,31,0.7419354838709677,0.23634398947859056,17,0.5294117647058824,-0.11252147877412541,0.34969656492043216,,0.2734375,CO_WATCH
CO075,LONG,FAV55_65,AWAY,"[[""coachq_dc_prior_win_pct"", ""<="", 0.6045454545454546], [""adv_hc_prior_quality"", "">="", 0.009038461538461448]]",False,False,105,77,28,0.7333333333333333,0.21300869079263912,30,0.2727051463472254,34,0.16831735929788041,41,0.2063894616264002,0.7894736842105263,GB,0.13333333333333333,0.2761904761904762,4,31,0.7419354838709677,0.2338312689658506,25,0.6,-0.00405958188184111,34,0.8529411764705882,0.40539889877554325,15,0.6666666666666666,0.09567134559755323,0.33777465272142543,,0.3308270676691729,CO_WATCH
