method_id,track,price_band,venue,conditions,preferred_discovery,elite_recent_discovery,n,wins,losses,win_pct,roi,train_n,train_roi,validation_n,validation_roi,holdout_n,holdout_roi,positive_season_ratio,top_team,top_team_share,top3_team_share,recommended_start_week,W4_6_n,W4_6_win_pct,W4_6_roi,W7_10_n,W7_10_win_pct,W7_10_roi,W11_14_n,W11_14_win_pct,W11_14_roi,W15_18_n,W15_18_win_pct,W15_18_roi,robust_score,duplicate_of,max_jaccard_overlap,deployment_status
CO039,LONG,DOG35_44,AWAY,"[[""coachq_prev_dc_prior_quality"", ""<="", 0.390625], [""adv_staff_upgrade_count"", "">="", 0.0]]",False,False,87,46,41,0.5287356321839081,0.3466666666666667,28,0.29071428571428565,28,0.4482142857142858,31,0.3054838709677419,0.6666666666666666,CHI,0.06896551724137931,0.1954022988505747,4,17,0.5294117647058824,0.3605882352941177,28,0.4642857142857143,0.17392857142857146,18,0.7222222222222222,0.8133333333333334,24,0.4583333333333333,0.18833333333333338,0.38564955023081066,,0.20625,CO_WATCH
CO070,MODERN,DOG20_34,ANY,"[[""adv_oc_recent_quality"", ""<="", -0.46875]]",False,False,123,44,79,0.35772357723577236,0.3158536585365854,34,0.5650000000000001,28,0.1714285714285714,31,0.30193548387096775,0.6842105263157895,BUF,0.08943089430894309,0.25203252032520324,4,34,0.38235294117647056,0.45882352941176474,27,0.4444444444444444,0.6544444444444445,33,0.18181818181818182,-0.3193939393939394,29,0.4482758620689655,0.5558620689655173,0.38424046163868764,,0.21511627906976744,CO_WATCH
CO047,LONG,DOG20_34,AWAY,"[[""coachq_oc_prior_quality"", "">="", 0.59375], [""coachq_staff_quality_min"", "">="", 0.46153846153846156]]",False,False,169,62,107,0.3668639053254438,0.3150295857988165,53,0.34188679245283016,66,0.31833333333333336,50,0.2822,0.6666666666666666,HOU,0.10650887573964497,0.2366863905325444,4,31,0.45161290322580644,0.6451612903225805,44,0.3409090909090909,0.14977272727272725,51,0.39215686274509803,0.4149019607843138,43,0.3023255813953488,0.12767441860465117,0.3781221545750794,,0.5798816568047337,CO_WATCH
CO010,MODERN,PK_55,AWAY,"[[""coachq_oc_prior_role_seasons"", "">="", 3.0], [""coachq_oc_quality_delta_vs_departed"", "">="", -0.09635416666666663]]",True,False,134,74,60,0.5522388059701493,0.12363036470667675,60,0.13540550455691866,19,0.2744427105499599,29,0.37113690211214434,0.7647058823529411,SEA,0.08955223880597014,0.22388059701492535,4,31,0.7419354838709677,0.5191395750479867,43,0.5116279069767442,0.029224549235434553,35,0.4857142857142857,-0.019729105726120987,25,0.48,-0.0037197949000942953,0.37637257856956385,,0.0,CO_WATCH
CO066,LONG,DOG35_44,AWAY,"[[""adv_staff_quality_min"", ""<="", -0.23339102564102565], [""coachq_dc_prior_win_pct"", ""<="", 0.5909090909090909]]",False,False,73,39,34,0.5342465753424658,0.3427397260273973,27,0.3840740740740741,21,0.4414285714285714,25,0.2152,0.7777777777777778,DET,0.0821917808219178,0.2465753424657534,7,14,0.5,0.2764285714285714,15,0.4666666666666667,0.14666666666666667,26,0.46153846153846156,0.155,18,0.7222222222222222,0.8288888888888889,0.3689625034459141,,0.0958904109589041,CO_WATCH
CO040,LONG,FAV55_65,AWAY,"[[""coachq_prev_dc_prior_win_pct"", ""<="", 0.5384615384615384], [""adv_hc_prior_quality"", "">="", 0.009038461538461448]]",False,False,72,55,17,0.7638888888888888,0.2674686294426764,25,0.20048832867902242,21,0.339400526234025,26,0.27377392507625437,0.7647058823529411,GB,0.1388888888888889,0.3055555555555556,4,19,0.6842105263157895,0.1390946967655025,17,0.7647058823529411,0.2681344066310842,23,0.8260869565217391,0.3651840566537986,13,0.7692307692307693,0.28134029735094973,0.36351727870702716,,0.0,CO_WATCH
CO012,LONG,FAV55_65,ANY,"[[""adv_dc_quality_delta_vs_departed"", "">="", 0.012760416666666677], [""adv_dc_prior_quality"", "">="", 0.0625]]",True,False,85,63,22,0.7411764705882353,0.2295768094807718,33,0.33034661456810827,31,0.11674031744578214,21,0.23779241353803737,0.8333333333333334,PHI,0.09411764705882353,0.23529411764705882,4,18,0.6666666666666666,0.10350829954241801,19,0.7368421052631579,0.2099032647677151,28,0.75,0.25182233864146614,20,0.8,0.33058459507772203,0.3602688923723718,,0.06802721088435375,CO_WATCH
CO013,MODERN,DOG35_44,HOME,"[[""coachq_hc_prior_role_seasons"", ""<="", 1.0], [""coachq_prev_hc_prior_role_seasons"", ""<="", 0.0]]",True,False,126,58,68,0.4603174603174603,0.14555555555555555,38,0.09736842105263159,20,0.25,26,0.343076923076923,0.6842105263157895,MIA,0.07142857142857142,0.1984126984126984,4,22,0.5,0.23772727272727268,36,0.4722222222222222,0.17055555555555554,42,0.4523809523809524,0.14404761904761906,26,0.4230769230769231,0.03538461538461538,0.35792424279307083,,0.7480916030534351,CO_WATCH
CO046,LONG,FAV65_75,AWAY,"[[""coachq_dc_recent_quality"", "">="", 0.84375], [""coachq_prev_hc_prior_win_pct"", "">="", 0.42307692307692313]]",False,False,70,60,10,0.8571428571428571,0.2293134421781852,20,0.2150938278555774,24,0.25013656834222237,26,0.22103025981338784,0.875,DAL,0.12857142857142856,0.32857142857142857,7,12,0.9166666666666666,0.3247197964060431,19,0.7368421052631579,0.06916294384072227,20,0.9,0.2901622088257077,19,0.8947368421052632,0.26515596242697764,0.35570715879408804,,0.0,CO_WATCH
CO044,LONG,DOG35_49,AWAY,"[[""coachq_oc_recent_quality"", ""<="", 0.59375], [""adv_staff_quality_min"", ""<="", -0.21430288461538458]]",False,False,76,40,36,0.5263157894736842,0.24052631578947364,20,0.24200000000000005,30,0.22899999999999998,26,0.25269230769230766,0.7647058823529411,NYJ,0.09210526315789473,0.23684210526315785,7,13,0.6923076923076923,0.6269230769230768,15,0.4666666666666667,0.034666666666666686,25,0.52,0.23399999999999999,23,0.4782608695652174,0.1634782608695652,0.35408506810180557,,0.21138211382113822,CO_WATCH
CO079,MODERN,DOG35_44,HOME,"[[""coachq_prev_oc_prior_quality"", ""<="", 0.5], [""coachq_prev_dc_prior_win_pct"", "">="", 0.38461538461538464]]",False,False,80,40,40,0.5,0.248,30,0.4153333333333334,13,0.16230769230769226,27,0.28481481481481485,0.6666666666666666,CAR,0.075,0.22499999999999998,7,14,0.5,0.22999999999999998,17,0.5294117647058824,0.3305882352941176,27,0.48148148148148145,0.21592592592592597,22,0.5,0.235,0.35180878466486293,,0.08620689655172414,CO_WATCH
CO069,MODERN,FAV65_75,AWAY,"[[""coachq_dc_recent_quality"", "">="", 0.8125], [""coachq_dc_prior_role_seasons"", "">="", 2.0]]",False,False,73,61,12,0.8356164383561644,0.1973435188801046,22,0.1758986156264354,18,0.09990351938173339,21,0.23616149444052542,0.8571428571428571,DAL,0.1232876712328767,0.3287671232876712,7,12,0.8333333333333334,0.19481193028983598,19,0.7894736842105263,0.15252543863621135,18,0.9444444444444444,0.3529240552495999,24,0.7916666666666666,0.11740489109119957,0.35094801776611245,,0.625,CO_WATCH
CO077,LONG,FAV55_65,AWAY,"[[""coachq_prev_dc_prior_win_pct"", ""<="", 0.5384615384615384], [""coachq_prev_hc_recent_quality"", "">="", 0.5384615384615384]]",False,False,91,64,27,0.7032967032967034,0.17908110721234963,27,0.07430087584692302,33,0.168429868965331,31,0.2816797236322894,0.7647058823529411,CIN,0.12087912087912088,0.27472527472527475,4,24,0.625,0.06258225683828601,19,0.8947368421052632,0.4937162135541461,31,0.7419354838709677,0.23634398947859056,17,0.5294117647058824,-0.11252147877412541,0.34969656492043216,,0.2734375,CO_WATCH
CO075,LONG,FAV55_65,AWAY,"[[""coachq_dc_prior_win_pct"", ""<="", 0.6045454545454546], [""adv_hc_prior_quality"", "">="", 0.009038461538461448]]",False,False,105,77,28,0.7333333333333333,0.21300869079263912,30,0.2727051463472254,34,0.16831735929788041,41,0.2063894616264002,0.7894736842105263,GB,0.13333333333333333,0.2761904761904762,4,31,0.7419354838709677,0.2338312689658506,25,0.6,-0.00405958188184111,34,0.8529411764705882,0.40539889877554325,15,0.6666666666666666,0.09567134559755323,0.33777465272142543,,0.3308270676691729,CO_WATCH
CO019,LONG,DOG35_44,ANY,"[[""coachq_prev_hc_prior_role_seasons"", ""<="", 0.0]]",True,False,302,139,163,0.4602649006622517,0.15632450331125827,141,0.17737588652482272,69,0.12304347826086957,92,0.14902173913043476,0.7894736842105263,MIA,0.06622516556291391,0.17549668874172186,4,52,0.46153846153846156,0.16807692307692304,76,0.47368421052631576,0.17828947368421053,103,0.4563106796116505,0.1495145631067961,71,0.4507042253521127,0.13408450704225355,0.3272462621546144,,0.41721854304635764,CO_WATCH
CO020,MODERN,FAV75_85,HOME,"[[""coachq_dc_quality_delta_vs_departed"", ""<="", -0.01718749999999998]]",True,False,122,107,15,0.8770491803278688,0.10863594314495806,51,0.09683714622549029,18,0.18874251854823726,15,0.18133212345272878,0.7222222222222222,GB,0.09016393442622951,0.27049180327868855,4,32,0.875,0.10971350785320375,34,0.8235294117647058,0.04304509432423586,27,0.9629629629629629,0.21966215517827306,29,0.8620689655172413,0.0809772901912059,0.29686650746758614,,0.0,CO_WATCH
CO021,MODERN,FAV55_65,AWAY,"[[""coachq_hc_quality_delta_vs_departed"", ""<="", -0.023648747086247035]]",True,False,97,65,32,0.6701030927835051,0.1116998530210509,39,0.11796024132894371,18,0.09664534225150012,22,0.1195432404725148,0.6666666666666666,IND,0.07216494845360824,0.20618556701030927,4,26,0.6538461538461539,0.09516344853355764,23,0.5652173913043478,-0.08395780374374764,36,0.75,0.2536294930027424,12,0.6666666666666666,0.09675031826474252,0.26346277091500403,,0.189873417721519,CO_WATCH
